base,id_formula,idcolor,descripcion,formula_1l
DEEP,107776,SW 1727,SW 1727 MAT,AXX=32 | D=54 | L=4
DEEP,107777,SW 1734,SW 1734,C=8 | D=72
DEEP,107780,SW 1762,SW 1762 MAT,D=50 | E=46
DEEP,107781,SW 1768,SW 1768,E=40
DEEP,107782,SW 1769,SW 1769 MAT,B=0.5 | D=32 | E=64
DEEP,107784,SW 1783,SW 1783 MAT,D=0.5 | E=96
DEEP,107786,SW 1790,SW 1790 MAT,E=83 | V=2
DEEP,107789,SW 1796,SW 1796 MAT,E=42 | V=2
DEEP,107794,SW 1804,SW 1804 MAT,E=75 | V=20
DEEP,107798,SW 1825,SW 1825 MAT,E=42 | V=56
DEEP,107800,SW 1831,SW 1831 MAT,E=10 | V=30
DEEP,107802,SW 1838,SW 1838 MAT,B=11 | E=5 | V=33
DEEP,107803,SW 1839,SW 1839 MAT,E=22 | V=71.5
DEEP,107813,SW 2030,SW 2030 MAT,C=11 | I=2 | L=75
DEEP,107815,SW 2033,SW 2033 MAT,B=23 | C=23 | F=5
DEEP,107817,SW 2050,SW 2050 MAT,C=10 | I=5 | L=25
DEEP,107821,SW 2055,SW 2055 MAT,B=14 | C=40 | F=6
DEEP,107835,SW 2096,SW 2096 MAT,B=48 | C=48
DEEP,107840,SW 2118,SW 2118,B=80 | C=20 | I=10
DEEP,107844,SW 2124,SW 2124 MAT,B=39
DEEP,107845,SW 2127,SW 2127 MAT,B=17 | L=25
DEEP,107848,SW 2131,SW 2131 MAT,B=21 | L=21
DEEP,107849,SW 2132,SW 2132 MAT,B=78 | C=39
DEEP,107854,SW 2139,SW 2139 MAT,B=48 | C=12 | L=36
DEEP,107858,SW 2169,SW 2169 MAT,F=3 | I=13 | T=8.5
DEEP,107861,SW 2187,SW 2187 MAT,C=16 | I=20 | L=60
DEEP,107872,SW 2222,SW 2222 MAT,B=21 | C=55
DEEP,107875,SW 2236,SW 2236 MAT,B=6 | D=12 | L=20
DEEP,107877,SW 2251,SW 2251 MAT,B=80 | C=24 | D=8
DEEP,107883,SW 2271,SW 2271 MAT,B=46 | E=23
DEEP,107889,SW 2299,SW 2299 MAT,F=35 | V=49
DEEP,107890,SW 2306,SW 2306 MAT,B=13 | C=40 | F=53
DEEP,107895,SW 2313,SW 2313 MAT,C=52 | F=19
DEEP,107896,SW 2314,SW 2314 MAT,B=22 | F=60 | T=15
DEEP,107897,SW 2315,SW 2315 MAT,B=26 | F=54 | T=12
DEEP,107902,SW 2320,SW 2320 MAT,C=48 | F=8.5 | L=4
DEEP,107909,SW 2334,SW 2334 MAT,L=7 | R=9.5 | T=48
DEEP,107920,SW 2355,SW 2355,AXX=10 | C=25 | L=5
DEEP,107929,SW 2383,SW 2383 MAT,C=16 | D=30 | L=50
DEEP,107931,SW 2412,SW 2412 MAT,B=32 | E=64
DEEP,107933,SW 2419,SW 2419 MAT,B=23 | E=68
DEEP,107950,SW 6005,SW 6005 MAT,E=71 | F=30 | V=1
DEEP,107955,SW 6012,SW 6012 MAT,B=39 | F=11 | L=49
DEEP,107960,SW 6019,SW 6019 MAT,B=43 | F=14 | L=58
DEEP,107965,SW 6025,SW 6025 MAT,E=19 | F=22 | V=8.5
DEEP,107966,SW 6026,SW 6026,B=50 | F=24 | V=41
DEEP,107970,SW 6032,SW 6032 MAT,B=10 | F=9 | L=23
DEEP,107977,SW 6040,SW 6040 MAT,B=26 | C=13 | I=30
DEEP,107982,SW 6046,SW 6046,B=4.5 | C=9 | I=40
DEEP,107983,SW 6047,SW 6047 MAT,B=8 | C=16 | I=87
DEEP,107988,SW 6053,SW 6053 MAT,F=9 | L=42 | V=8
DEEP,107991,SW 6060,SW 6060 MAT,B=4 | C=10 | I=27
DEEP,107992,SW 6061,SW 6061 MAT,B=22 | F=20 | T=42
DEEP,107998,SW 6067,SW 6067 MAT,B=8 | C=17 | I=43
DEEP,108006,SW 6075,SW 6075,B=40 | C=30 | I=50
DEEP,108012,SW 6081,SW 6081 MAT,B=20.35 | C=22.2 | F=6
DEEP,108019,SW 6088,SW 6088 MAT,C=20 | I=14 | L=62
DEEP,108020,SW 6089,SW 6089 MAT,B=34 | C=74 | F=16
DEEP,108026,SW 6095,SW 6095,B=18 | C=45 | F=10.2
DEEP,108033,SW 6102,SW 6102 MAT,C=25 | I=8 | L=63
DEEP,108034,SW 6103,SW 6103 MAT,B=31 | C=75 | F=10
DEEP,108040,SW 6109,SW 6109,B=13 | F=5 | T=23
DEEP,108046,SW 6116,SW 6116 MAT,C=72 | I=12 | L=12
DEEP,108052,SW 6123,SW 6123,C=30 | I=5 | L=20
DEEP,108053,SW 6125,SW 6125 MAT,B=30 | C=78 | F=13
DEEP,108058,SW 6130,SW 6130 MAT,C=65 | L=21
DEEP,108063,SW 6137,SW 6137 MAT,AXX=13 | L=35
DEEP,108064,SW 6138,SW 6138 MAT,B=3 | C=43 | L=70
DEEP,108069,SW 6144,SW 6144 MAT,C=12 | L=84
DEEP,108071,SW 6146,SW 6146 MAT,B=39 | C=58 | F=7
DEEP,108075,SW 6151,SW 6151 MAT,B=19 | C=21 | F=2
DEEP,108076,SW 6152,SW 6152 MAT,B=43 | C=48 | F=5
DEEP,108081,SW 6158,SW 6158 MAT,B=11.5 | C=43 | L=36
DEEP,108082,SW 6159,SW 6159 MAT,B=54 | C=60 | F=6
DEEP,108089,SW 6166,SW 6166 MAT,B=56 | C=58
DEEP,108096,SW 6173,SW 6173,B=48 | C=36 | I=12
DEEP,108101,SW 6179,SW 6179 MAT,B=16 | C=32 | D=8
DEEP,108102,SW 6180,SW 6180 MAT,B=32 | C=65 | D=16
DEEP,108105,SW 6186,SW 6186 MAT,B=24 | C=24 | D=6
DEEP,108109,SW 6193,SW 6193 MAT,B=18 | C=20 | D=10
DEEP,108120,SW 6215,SW 6215 MAT,B=58 | C=14 | D=60
DEEP,108124,SW 6221,SW 6221 MAT,AXX=9 | B=9 | E=22
DEEP,108126,SW 6228,SW 6228 MAT,E=48 | L=51
DEEP,108127,SW 6229,SW 6229 MAT,B=68 | D=4 | E=30
DEEP,108135,SW 6242,SW 6242,B=21 | E=14 | V=8
DEEP,108137,SW 6250,SW 6250 MAT,B=60 | E=3
DEEP,108142,SW 6257,SW 6257,B=90
DEEP,108147,SW 6264,SW 6264 MAT,B=83 | L=8 | V=20
DEEP,108149,SW 6271,SW 6271 MAT,B=64 | F=32 | V=4
DEEP,108152,SW 6277,SW 6277 MAT,B=40 | F=5 | V=1
DEEP,108155,SW 6285,SW 6285 MAT,B=27.5 | R=62.5
DEEP,108161,SW 6291,SW 6291,B=7.5 | F=9 | V=34
DEEP,108162,SW 6292,SW 6292 MAT,B=20 | F=21 | V=73
DEEP,108172,SW 6312,SW 6312 MAT,B=2 | F=16 | V=82
DEEP,108176,SW 6319,SW 6319 MAT,F=29 | V=57
DEEP,108177,SW 6320,SW 6320 MAT,F=115
DEEP,108187,SW 6333,SW 6333 MAT,C=28 | F=60
DEEP,108192,SW 6340,SW 6340 MAT,C=36 | F=24 | T=36
DEEP,108193,SW 6341,SW 6341 MAT,F=33 | R=8 | T=39
DEEP,108199,SW 6347,SW 6347 MAT,C=41 | F=17
DEEP,108205,SW 6354,SW 6354 MAT,C=73 | F=11 | L=12
DEEP,108213,SW 6367,SW 6367 MAT,C=48
DEEP,108214,SW 6368,SW 6368 MAT,L=7 | R=9.5 | T=50
DEEP,108225,SW 6382,SW 6382 MAT,C=84 | L=10
DEEP,108231,SW 6389,SW 6389 MAT,C=93 | L=12
DEEP,108232,SW 6390,SW 6390 MAT,B=4 | C=67 | F=2
DEEP,108240,SW 6402,SW 6402 MAT,AXX=96 | B=5 | L=8
DEEP,108241,SW 6403,SW 6403 MAT,AXX=80 | B=6 | L=0.5
DEEP,108245,SW 6409,SW 6409 MAT,AXX=40 | B=4 | I=4
DEEP,108246,SW 6410,SW 6410 MAT,AXX=48 | L=47
DEEP,108250,SW 6416,SW 6416,AXX=82 | D=3.5 | L=19
DEEP,108251,SW 6417,SW 6417 MAT,AXX=60 | D=2 | L=36
DEEP,108257,SW 6424,SW 6424,B=7 | C=56 | D=7
DEEP,108263,SW 6431,SW 6431 MAT,AXX=30 | D=14 | L=56
DEEP,108270,SW 6438,SW 6438 MAT,AXX=3 | C=48 | D=22 | L=20
DEEP,108276,SW 6445,SW 6445 MAT,AXX=44 | B=21 | D=30
DEEP,108284,SW 6467,SW 6467 MAT,AXX=23 | B=27 | D=45
DEEP,108292,SW 6488,SW 6488,B=27 | D=54 | E=13.5
DEEP,108295,SW 6495,SW 6495 MAT,B=14 | D=36 | E=52
DEEP,108297,SW 6502,SW 6502 MAT,B=24 | D=18 | E=54
DEEP,108302,SW 6508,SW 6508,E=74.5 | L=14 | V=7.5
DEEP,108308,SW 6516,SW 6516,B=18 | E=63 | V=18
DEEP,108311,SW 6522,SW 6522 MAT,B=6 | E=23 | V=12
DEEP,108312,SW 6523,SW 6523 MAT,B=28 | E=50 | V=27
DEEP,108316,SW 6529,SW 6529,B=7 | E=22 | V=13.5
DEEP,108317,SW 6530,SW 6530 MAT,B=17 | E=48 | V=32
DEEP,108321,SW 6544,SW 6544 MAT,E=37 | L=17 | V=42
DEEP,108333,SW 6565,SW 6565 MAT,B=10 | R=16 | V=76
DEEP,108338,SW 6571,SW 6571 MAT,L=7.5 | R=23 | V=23
DEEP,108343,SW 6578,SW 6578 MAT,F=3 | T=1 | V=36
DEEP,108344,SW 6579,SW 6579 MAT,F=12 | V=90
DEEP,108348,SW 6592,SW 6592,F=0.1 | R=72 | T=12 | V=15
DEEP,108351,SW 6599,SW 6599,R=86 | T=12 | V=10
DEEP,108355,SW 6606,SW 6606 MAT,AXX=29 | C=1 | R=61
DEEP,108359,SW 6613,SW 6613,F=8.5 | R=42 | T=17
DEEP,108360,SW 6614,SW 6614 MAT,F=12 | R=60 | T=24
DEEP,108365,SW 6620,SW 6620 MAT,C=33 | R=38 | T=9
DEEP,108366,SW 6620 SYC,SW 6620 SYC MAT,C=30 | SS=59 | T=8
DEEP,108367,SW 6621,SW 6621 MAT,F=28 | R=43 | T=44
DEEP,108376,SW 6634,SW 6634 MAT,C=24 | R=34 | T=36
DEEP,108384,SW 6641,SW 6641 MAT,F=9 | R=6 | T=54
DEEP,108385,SW 6642,SW 6642 MAT,C=26 | F=15 | T=63
DEEP,108386,SW 6643,SW 6643,F=24 | R=9.5 | T=69
DEEP,108391,SW 6648,SW 6648 MAT,R=5 | T=30 | V=5
DEEP,108398,SW 6655,SW 6655 MAT,C=20 | R=10 | T=40
DEEP,108399,SW 6656,SW 6656 MAT,C=28 | F=10 | T=68
DEEP,108404,SW 6662,SW 6662 MAT,C=12 | R=5.5 | T=24
DEEP,108405,SW 6663,SW 6663 MAT,C=20 | R=10 | T=40
DEEP,108411,SW 6669,SW 6669 MAT,C=6 | F=2 | T=96
DEEP,108417,SW 6676,SW 6676 MAT,R=1 | T=42
DEEP,108418,SW 6677,SW 6677 MAT,R=1 | T=42
DEEP,108424,SW 6683,SW 6683 MAT,AXX=77 | C=12 | T=3
DEEP,108425,SW 6684,SW 6684,C=16 | T=80
DEEP,108430,SW 6689,SW 6689 MAT,AXX=83 | C=6 | T=2
DEEP,108431,SW 6690,SW 6690,AXX=72 | C=12 | L=5
DEEP,108435,SW 6697,SW 6697 MAT,AXX=30 | C=30 | D=1
DEEP,108436,SW 6698,SW 6698 MAT,AXX=60 | C=60 | D=2
DEEP,108440,SW 6703,SW 6703 MAT,AXX=66 | C=5 | D=1.5
DEEP,108441,SW 6705,SW 6705 MAT,AXX=30 | C=84 | D=12
DEEP,108447,SW 6711,SW 6711 MAT,AXX=82 | D=4 | L=18
DEEP,108453,SW 6718,SW 6718 MAT,AXX=38 | C=38 | D=19
DEEP,108458,SW 6725,SW 6725 MAT,AXX=31.5 | B=4.5 | D=16 | L=2
DEEP,108466,SW 6746,SW 6746,C=17 | D=51
DEEP,108469,SW 6754,SW 6754 MAT,B=17 | C=17 | D=85
DEEP,108473,SW 6767,SW 6767 MAT,D=28 | E=14 | L=1.5
DEEP,108474,SW 6768,SW 6768 MAT,B=9 | D=40 | E=27
DEEP,108477,SW 6774,SW 6774 MAT,D=32 | E=38
DEEP,108481,SW 6781,SW 6781 MAT,D=14 | E=28
DEEP,108482,SW 6782,SW 6782 MAT,D=36 | E=72
DEEP,108485,SW 6788,SW 6788 MAT,D=30 | E=63
DEEP,108491,SW 6795,SW 6795,E=42
DEEP,108492,SW 6796,SW 6796 MAT,B=6 | E=60
DEEP,108496,SW 6803,SW 6803 MAT,E=72 | L=12 | V=24
DEEP,108501,SW 6810,SW 6810 MAT,E=47 | L=6 | V=36
DEEP,108507,SW 6817,SW 6817 MAT,E=42 | V=55
DEEP,108509,SW 6823,SW 6823 MAT,E=10 | V=30
DEEP,108510,SW 6823 SYC,SW 6823 MAT SYC,E=10 | M=50
DEEP,108511,SW 6824,SW 6824 MAT,B=1 | E=25 | V=72
DEEP,108512,SW 6824 SYC,SW 6824 MAT SYC,E=21 | L=7 | M=84
DEEP,108517,SW 6831,SW 6831 MAT,E=9 | R=6 | V=87
DEEP,108522,SW 6837,SW 6837,B=6 | E=4 | V=66
DEEP,108531,SW 6847,SW 6847 MAT,T=1 | V=71
DEEP,108550,SW 6874,SW 6874,R=64 | T=23
DEEP,108563,SW 6889,SW 6889 MAT,R=4 | T=30 | V=5
DEEP,108564,SW 6890,SW 6890 MAT,R=8 | T=84
DEEP,108565,SW 6891,SW 6891 MAT,R=18 | T=88
DEEP,108568,SW 6894,SW 6894 MAT,R=12 | T=86
DEEP,108572,SW 6899,SW 6899 MAT,R=3 | T=96
DEEP,108575,SW 6902,SW 6902 MAT,AXX=48 | T=48
DEEP,108576,SW 6903,SW 6903 MAT,T=96
DEEP,108577,SW 6904,SW 6904 MAT,R=2 | T=106
DEEP,108578,SW 6905,SW 6905 MAT,R=1 | T=96
DEEP,108583,SW 6910,SW 6910,AXX=96 | C=0.2
DEEP,108584,SW 6911,SW 6911 MAT,AXX=87 | T=13
DEEP,108587,SW 6914,SW 6914 MAT,AXX=46 | D=0.5 | L=6
DEEP,108588,SW 6917,SW 6917,AXX=42.5 | C=6.6 | D=2
DEEP,108601,SW 6938,SW 6938,D=39 | E=3.5
DEEP,108602,SW 6939,SW 6939 MAT,D=80 | E=13 | L=2
DEEP,108603,SW 6940,SW 6940 MAT,D=60 | E=30 | L=3
DEEP,108607,SW 6950,SW 6950 MAT,D=22 | E=22
DEEP,108609,SW 6955,SW 6955 MAT,D=24 | E=72
DEEP,108611,SW 6958,SW 6958 MAT,E=96
DEEP,108615,SW 6962,SW 6962 MAT,E=62 | L=1 | V=26
DEEP,108616,SW 6963,SW 6963,E=58 | V=40
DEEP,108622,SW 6970,SW 6970 MAT,E=32 | V=40
DEEP,108624,SW 6973,SW 6973 MAT,B=5 | E=5 | V=62
DEEP,108625,SW 6974,SW 6974 MAT,B=6.5 | E=5.5 | V=83
DEEP,108627,SW 6979,SW 6979 MAT,B=7 | R=18.5 | V=93
DEEP,108653,SW 7018,SW 7018 MAT,B=12 | L=30
DEEP,108654,SW 7019,SW 7019 MAT,B=28 | L=70
DEEP,108660,SW 7025,SW 7025 MAT,B=3 | F=0.5 | L=94
DEEP,108661,SW 7026,SW 7026 MAT,B=45 | C=32 | I=24
DEEP,108667,SW 7032,SW 7032 MAT,B=21.5 | C=21.5 | F=3.5
DEEP,108668,SW 7033,SW 7033 MAT,B=48 | C=48 | F=8
DEEP,108674,SW 7039,SW 7039 MAT,B=25 | C=35 | F=5
DEEP,108675,SW 7040,SW 7040 MAT,B=48 | C=47 | F=9
DEEP,108681,SW 7046,SW 7046 MAT,B=26.5 | C=13 | L=66
DEEP,108682,SW 7047,SW 7047 MAT,B=48 | C=36 | I=12
DEEP,108695,SW 7061,SW 7061,B=84 | C=21 | D=7
DEEP,108702,SW 7068,SW 7068 MAT,B=48 | C=12 | I=6
DEEP,108709,SW 7075,SW 7075 MAT,B=78 | F=0.5
DEEP,108715,SW 7082,SW 7082 MAT,E=71 | F=29 | V=2
DEEP,108720,SW 8231,SW 8231,B=48 | F=6
DEEP,108722,SW COLORAMIC 1013,SW COLORAMIC 1013,B=28 | L=70
DEEP,108723,SW COLORAMIC 1173,SW COLORAMIC 1173,B=6.5 | D=13 | L=58
DEEP,108728,SW LOX Rojo Teja,SW LOX Rojo Teja,B=18 | F=36 | T=48
DEEP,108729,SW LOX Verde Safari,SW LOX Verde Safari,B=50 | C=60 | D=5
DEEP,108735,TARQ Huincul,TARQ Huincul,B=24 | C=15 | I=18
DEEP,108744,TEND 2013 - 2014 02,Rubor,V=102
DEEP,108745,TEND 2013 - 2014 03,Añoranza,F=12 | V=84
DEEP,108747,TEND 2013 - 2014 04,Apasionado,R=64 | V=32
DEEP,108754,TEND 2013 - 2014 08,Soleado,C=19 | T=76
DEEP,108755,TEND 2013 - 2014 09,Impetuoso,AXX=48 | T=48
DEEP,108761,TEND 2013 - 2014 14,Bergamota,C=28 | R=14 | T=56
DEEP,108762,TEND 2013 - 2014 14 SYC,Bergamota,C=28 | SS=28 | T=56
DEEP,108765,TEND 2013 - 2014 16,Naranja,C=28 | R=14 | T=56
DEEP,108766,TEND 2013 - 2014 16 SYC,Naranja,C=28 | SS=28 | T=56
DEEP,108777,TEND 2013 - 2014 25,Manzana,AXX=84 | C=21 | D=7
DEEP,108780,TEND 2013 - 2014 28,Otoñal,AXX=22 | C=66 | D=11
DEEP,108781,TEND 2013 - 2014 29,Eucalipto,AXX=20 | B=5 | D=15
DEEP,108783,TEND 2013 - 2014 31,Mediterraneo,E=96
DEEP,108786,TEND 2013 - 2014 33,Tropico,D=43 | E=51
DEEP,108788,TEND 2013 - 2014 35,Indigo,E=25 | L=2 | V=10
DEEP,108789,TEND 2013 - 2014 35 SYC,Indigo,E=25 | L=5 | M=16
DEEP,108793,TEND 2013 - 2014 38,Topo,B=72 | C=12 | F=12
DEEP,108794,TEND 2013 - 2014 39,Imperial,B=80 | E=16
DEEP,108799,TEND 2013 - 2014 43,Seduccion,L=32 | V=48
DEEP,108800,TEND 2013 - 2014 43 SYC,Seduccion SYC,L=32 | M=64
DEEP,108801,TEND 2013 - 2014 44,Hechizo,E=12 | L=12 | M=72
DEEP,108802,TEND 2013 - 2014 45,Encanto,B=20 | R=50
DEEP,108803,TEND 2013 - 2014 45 SYC,Encanto,B=20 | SS=100
DEEP,108821,TER 139H6D,TER 139H6D,B=46 | F=10 | KX=10 | V=30
DEEP,108824,TER 2006,TER 2006,V=42
DEEP,108825,TER 2007,TER 2007,V=78
DEEP,108828,TER 2016,TER 2016,I=11 | R=11 | V=71
DEEP,108829,TER 2017,TER 2017,I=10 | R=12 | V=85
DEEP,108831,TER 2036,TER 2036,E=0.5 | I=20 | R=50
DEEP,108835,TER 2046,TER 2046,L=5 | R=18 | V=18
DEEP,108844,TER 2097,TER 2097,R=106 | T=1
DEEP,108850,TER 2127,TER 2127,R=97 | T=22
DEEP,108855,TER 2156,TER 2156,F=45 | V=63
DEEP,108857,TER 2167,TER 2167,R=70 | T=38
DEEP,108861,TER 2186 SYC,TER 2186 SYC,C=33 | SS=73 | T=10
DEEP,108869,TER 2207,TER 2207,C=52 | F=54 | I=2
DEEP,108871,TER 2217,TER 2217,F=26 | R=8 | T=50
DEEP,108877,TER 2247 SYC,TER 2247 SYC,M=20 | SS=20 | T=66
DEEP,108885,TER 2306,TER 2306,L=9.5 | R=13 | T=64
DEEP,108887,TER 2316,TER 2316,R=3.5 | T=87
DEEP,108894,TER 2326,TER 2326,R=3 | T=96
DEEP,108895,TER 2327,TER 2327,R=3 | T=96
DEEP,108904,TER 2346,TER 2346,AXX=52 | T=52
DEEP,108913,TER 2375,TER 2375,AXX=12 | C=25 | L=5
DEEP,108917,TER 2407,TER 2407,C=18 | T=77
DEEP,108927,TER 2497,TER 2497,AXX=95 | C=17
DEEP,108934,TER 2547,TER 2547,AXX=44 | C=3 | D=1
DEEP,108937,TER 2575,TER 2575,AXX=33 | C=8 | D=3
DEEP,108942,TER 2607,TER 2607,AXX=56 | C=28 | D=14
DEEP,108950,TER 2657,TER 2657,AXX=33 | B=31 | D=31
DEEP,108956,TER 2705,TER 2705,C=12 | D=36 | L=1
DEEP,108958,TER 2717,TER 2717,AXX=9 | D=33 | L=54
DEEP,108962,TER 2756,TER 2756,B=9 | C=25 | D=47
DEEP,108965,TER 2797,TER 2797,B=15 | D=58 | E=12
DEEP,108971,TER 2877,TER 2877,D=24 | E=72
DEEP,108975,TER 2916,TER 2916,B=7 | E=42
DEEP,108976,TER 2927,TER 2927,B=9 | E=64 | F=0.5
DEEP,108977,TER 2947 SYC,TER 2947 SYC,E=63.8 | L=14.4 | M=15
DEEP,108981,TER 2986,TER 2986,E=28 | V=12
DEEP,108982,TER 2987,TER 2987,E=51 | V=30
DEEP,108993,TER 3106,TER 3106,E=3 | R=3 | V=42
DEEP,108996,TER 3118,TER 3118,B=7 | E=7 | V=103
DEEP,108997,TER 3126,TER 3126,B=7 | R=17 | V=84
DEEP,109009,TER 3246,TER 3246,B=12 | F=5 | L=26
DEEP,109011,TER 3267,TER 3267,B=18 | L=80
DEEP,109018,TER 3277,TER 3277,B=13.9 | C=14 | F=2.1
DEEP,109023,TER 3286,TER 3286,B=0.5 | L=88
DEEP,109024,TER 3287,TER 3287,F=0.5 | L=95
DEEP,109029,TER 3296,TER 3296,C=16 | I=16 | L=64
DEEP,109032,TER 3305,TER 3305,C=6 | I=6 | L=24
DEEP,109036,TER 3317,TER 3317,B=30.1 | C=42.9 | F=16.7
DEEP,109044,TER 3337,TER 3337,C=14.5 | I=14.5 | L=57
DEEP,109055,TER 3387,TER 3387,AXX=76 | B=13 | F=6
DEEP,109061,TER 3436,TER 3436,AXX=66 | D=3 | L=15
DEEP,109065,TER 3477,TER 3477,C=62 | D=16 | L=41
DEEP,109080,TER 3606,TER 3606,B=41 | L=40.5
DEEP,109081,TER 3607,TER 3607,B=59 | L=58
DEEP,109082,TER 3616,TER 3616,B=16.5 | L=25.5
DEEP,109093,TER A16H6D,TER A16H6D,B=18 | F=37 | T=52
DEEP,109096,TER A17H6D,TER A17H6D,F=34 | R=7 | T=40
DEEP,109102,TER A5H5M,TER A5H5M,V=42
DEEP,109103,TER A5H5M SYC,TER A5H5M SYC,C=1 | M=70
DEEP,109110,TER AC4H1U,TER AC4H1U,F=34 | L=2 | R=34.5 | T=34
DEEP,109117,TER B36H5W,TER B36H5W,R=8 | T=52 | V=8
DEEP,109124,TER B47H5M,TER B47H5M,C=58
DEEP,109134,TER B57H5M,TER B57H5M,C=13 | L=50
DEEP,109140,TER C68H5M,TER C68H5M,AXX=84 | L=0.5 | T=12
DEEP,109143,TER C77H6D,TER C77H6D,B=24 | C=72
DEEP,109144,TER Celeste 023,TER Celeste 023,B=13 | D=30 | E=1
DEEP,109146,TER D92H6D,TER D92H6D,AXX=114 | D=1.5
DEEP,109147,TER D94H6D,TER D94H6D,AXX=82 | C=5 | D=8
DEEP,109151,TER E133H5D,TER E133H5D,B=35 | E=44
DEEP,109154,TER E134H6D,TER E134H6D,B=11 | D=17 | E=74
DEEP,109163,TER E146H6D,TER E146H6D,B=79 | C=20 | I=20
DEEP,109164,TER E150H6D,TER E150H6D,B=112
DEEP,109166,TER Vde. Claro 019,TER Vde. Claro 019,C=17 | D=51
DEEP,109177,WLUX15,VERDE ILUSION,AXX=18 | B=5 | D=14
DEEP,109185,WLUX40,NEPTUNO,C=7 | D=68 | KX=4 | L=1
DEEP,109217,YPF13,VERDE PANT.3268C,D=96
DEEP,114469,TER 3397,TER 3397,B=23 | C=72 | F=2.1
DEEP,114474,ALB 70YY52/532,ALB 70YY52/532,AXX=94 | B=1.7 | D=2
DEEP,114484,SW 2370,SW 2370,B=30 | C=64 | D=4
DEEP,114552,PAN 7467,PAN 7467 C,D=79 | E=20.4
DEEP,114567,PAN 313,PAN 313,D=30 | E=70
DEEP,114568,ALB 4184 SYC,ALB 4184 SYC,B=16 | E=28 | F=32 | SS=4
DEEP,114569,ALB 4184,ALB 4184,B=16 | E=28 | F=32 | R=2.3
DEEP,114570,ALB 10YR15/098,ALB 10YR15/098,B=16 | E=28 | F=32 | R=2.3
DEEP,114571,ALB 10YR15/098 SYC,ALB 10YR15/098 SYC,B=16 | E=28 | F=32 | SS=4
DEEP,114587,ALB 60YR36/468,ALB 60YR36/468,C=24 | R=36 | T=36
DEEP,114588,ALB 4529 SYC,ALB 4529 SYC,C=23.6 | SS=61 | T=35.4
DEEP,114589,ALB 60YR36/468 SYC,ALB 60YR36/468 SYC,C=23.6 | SS=61 | T=35.4
DEEP,114591,TER 3396,TER 3396,C=14.4 | L=57.1
DEEP,114607,ALB 88GG32/346,ALB 88GG32/346,D=61 | E=31.1
DEEP,114608,SW 6480,SW 6480,D=45 | E=23.5 | L=48.9
DEEP,114626,ALB 00YY41/475 SYC,ALB 00YY41/475 SYC,C=52 | SS=14 | T=28
DEEP,114693,SW 6696,SW 6696,AXX=30.2 | C=4.9 | L=3
DEEP,114695,ALB 10YY46/515,ALB 10YY46/515,C=36.5 | R=1.8 | T=56.5
DEEP,114696,ALB 10YY46/515 SYC,ALB 10YY46/515 SYC,C=36.5 | SS=3.1 | T=56.5
DEEP,114710,SUV J115,SUV J115,C=30 | I=30
DEEP,114719,8455,Tropical Tan,C=0.4 | L=90
DEEP,114734,ALB 10GG29/179,ALB 10GG29/179,AXX=17 | B=17.8 | D=34.2
DEEP,114744,TER 3336,TER 3336,C=7 | I=7 | L=29
DEEP,114748,SW 6894 SYC,SW 6894 MAT SYC,SS=20.7 | T=86
DEEP,114758,SW 6466,SW 6466,AXX=20 | B=24 | D=40
DEEP,114760,ALB 1816,ALB 1816,AXX=46.5 | B=16 | D=22.3
DEEP,114782,TER 3297,TER 3297,B=25.8 | C=18.5 | F=6
DEEP,114811,ALB 2006,ALB 2006,B=18.6 | D=9.7 | E=54.4
DEEP,114812,TER 2177 SYC,TER 2177 SYC,SS=62 | T=31
DEEP,114813,TER 2177,TER 2177,R=31 | T=31
DEEP,114814,ALB 20YY31/205,ALB 20YY31/205,C=35 | F=0.2 | L=60
DEEP,114825,PAN 359,PAN 359,AXX=29.4 | D=9.8
DEEP,114830,TEND 2015 03,URBANO,B=88 | F=11
DEEP,114836,TEND 2015 07,ARCILLA,F=16 | I=32 | T=48
DEEP,114839,TEND 2015 10,CITRINO,AXX=111 | D=1.5
DEEP,114842,TEND 2015 13,TERRA,B=30 | C=75 | F=15
DEEP,114851,TEND 2015 09,TURQUEZA,D=43 | E=51
DEEP,114852,ALB 8161,ALB 8161,E=29 | V=22
DEEP,114853,ALB 50BB27/232 SYC,ALB 50BB27/232 SYC,E=29 | M=35.6
DEEP,114854,ALB 8161 SYC,ALB 8161 SYC,E=29 | M=35.6
DEEP,114858,TER 3597,TER 3597,B=79.5 | E=3.9 | R=4.8
DEEP,114859,A4213D SYC,PURITAN BLACK SYC,B=82 | E=4 | SS=8.6
DEEP,114860,TER 3597 SYC,TER 3597 SYC,B=79.5 | E=3.9 | SS=8.3
DEEP,114877,ALB 74RR28/432 SYC,ALB 74RR28/432 SYC,F=2.5 | M=11.5 | SS=96
DEEP,114878,ALB 74RR28/432,ALB 74RR28/432,F=2.5 | M=7.1 | SS=56
DEEP,114906,SW 6110,SW 6110,B=24 | C=84.5 | F=11.5
DEEP,114960,SW 6802 SYC,SW 6802 SYC,E=27.8 | L=7 | M=6.6
DEEP,114986,TER 2567,TER 2567,AXX=84 | D=2 | L=2
DEEP,114989,SUV L067,SUV L067,AXX=46.3 | B=4.3 | L=54.9
DEEP,114990,PLA COLOR L067,PLA COLOR L067,AXX=45 | B=4.1 | L=53.3
