base,id_formula,idcolor,descripcion,formula_1l
DEEP,106269,Q0360D,CORDOVA,I=60 | T=36
DEEP,106279,Q0404D,HIAWATHA,R=8 | T=39
DEEP,106280,Q0404D SYC,Cue Q0404D para SyC,SS=16 | T=39
DEEP,106281,Q0405D,HACIENDA ORANGE,R=16 | T=78
DEEP,106286,Q0410D,GINGRSNAP,C=17 | F=10 | KX=28 | T=42
DEEP,106290,Q0414D,MANDALAY,C=36 | F=6 | L=6
DEEP,106291,Q0415D,TAFFY CRUNCH,C=72 | F=12 | L=12
DEEP,106295,Q0419D,FRIED MUSHROOM,C=18 | I=18 | L=12
DEEP,106296,Q0420D,BROWNSTONE,C=36 | I=36 | L=24
DEEP,106300,Q0424D,CAPRI ORANGE,R=10 | T=38
DEEP,106301,Q0425D,CARGO ORANGE,R=20 | T=76
DEEP,106305,Q0429D,CALICO,R=4.5 | T=43
DEEP,106306,Q0430D,ORANGE MARMALADE,R=9 | T=86
DEEP,106310,Q0434D,WIGWAM,C=13.5 | F=2.5 | KX=2.5 | T=14
DEEP,106311,Q0435D,CINNAMON CREAM,C=27 | F=5 | KX=5 | T=28
DEEP,106315,Q0439D,BAMBI,I=24 | T=24
DEEP,106316,Q0440D,CHICO,I=48 | T=48
DEEP,106320,Q0444D,GOLDENROD,AXX=12 | R=7 | T=30
DEEP,106321,Q0445D,INDIAN FIRE,AXX=24 | R=10 | T=60
DEEP,106326,Q0449D,ORANGE BLOSSOM,AXX=42 | R=6
DEEP,106327,Q0450D,GALA PEACH,AXX=84 | R=12
DEEP,106331,Q0454D,APRICOT NECTAR,C=42 | R=6
DEEP,106332,Q0455D,HARVEST CRACKLE,C=96 | R=14
DEEP,106336,Q0459D,PEANUT SHELL,C=36 | I=12
DEEP,106337,Q0460D,MOCHA CHIP,C=72 | I=24
DEEP,106349,Q0504D,TWENTY CARATS,C=16 | T=32
DEEP,106350,Q0505D,ORANGE PEKOE,C=32 | T=64
DEEP,106354,Q0509D,AU NATUREL,C=24 | T=24
DEEP,106355,Q0510D,FIREFLY,C=48 | T=48
DEEP,106359,Q0514D,APACHE GOLD,AXX=20 | C=25 | I=5
DEEP,106360,Q0515D,TOASTED SPICE,AXX=36 | C=45 | I=9
DEEP,106364,Q0519D,BROWN OWL,AXX=6 | I=6 | L=36
DEEP,106365,Q0520D,MOONLILY,AXX=12 | I=12 | L=72
DEEP,106370,Q0525D,MUSTARD SEED,T=96
DEEP,106375,Q0530D,AMBER,AXX=16 | C=24 | T=32
DEEP,106379,Q0534D,OAK LEAF,C=55 | L=5
DEEP,106380,Q0535D,TAN BAMBOO,C=88 | L=8
DEEP,106384,Q0539D,BAJA BROWN,C=12 | I=12 | L=24
DEEP,106385,Q0540D,KINGFISH,C=24 | I=24 | L=48
DEEP,106389,Q0544D,FOOL'S GOLD,AXX=24 | T=24
DEEP,106390,Q0545D,KING'S YELLOW,AXX=48 | T=48
DEEP,106394,Q0549D,CALIFORNIA GOLD,AXX=24 | C=24
DEEP,106395,Q0550D,WILD HONEY,AXX=48 | C=48
DEEP,106399,Q0554D,CARIBOU,I=4 | T=48
DEEP,106400,Q0555D,GOLDEN GOURD,I=8 | T=96
DEEP,106404,Q0559D,BEECHNUT,I=14 | L=21 | T=14
DEEP,106405,Q0560D,ANTIQUE COIN,I=24 | L=42 | T=24
DEEP,106413,Q0604D,BANANA,AXX=42 | C=7
DEEP,106414,Q0605D,DUCKLING,AXX=96 | C=16
DEEP,106418,Q0609D,COCOA BUTTER,AXX=36 | C=12
DEEP,106419,Q0610D,OASIS,AXX=72 | C=24
DEEP,106423,Q0614D,FALL STRAW,C=48
DEEP,106424,Q0615D,ITALIAN STRAW,C=96
DEEP,106428,Q0619D,STONEHEDGE,C=22 | I=7 | L=24
DEEP,106429,Q0620D,KOALA BEAR,C=48 | I=12 | L=36
DEEP,106433,Q0624D,TUMBLESTONE,AXX=36 | T=12
DEEP,106434,Q0625D,BRAZILIAN JUBILEE,AXX=72 | T=24
DEEP,106438,Q0629D,TALON,AXX=20 | C=24 | L=4
DEEP,106439,Q0630D,GOLDEN RAPTURE,AXX=40 | C=48 | L=8
DEEP,106443,Q0634D,TIGEREYE,I=12 | T=36
DEEP,106444,Q0635D,HONEY BEAR,I=24 | T=72
DEEP,106448,Q0639D,SUGAR CANE,B=1 | C=23 | I=8
DEEP,106449,Q0640D,CHOCOLATE BOX,C=48 | I=18 | L=7
DEEP,106453,Q0644D,POPCORN YELLOW,AXX=48 | T=4
DEEP,106454,Q0645D,CHA CHA,AXX=96 | T=8
DEEP,106458,Q0649D,FRIVOLOUS,AXX=54 | C=12 | L=6
DEEP,106459,Q0650D,BURNISHED GOLD,AXX=81 | C=18 | L=9
DEEP,106463,Q0654D,KUMQUAT,C=36 | L=12
DEEP,106464,Q0655D,PIKES WOOD,C=72 | L=24
DEEP,106468,Q0659D,PECAN CHIP,C=24 | L=24
DEEP,106469,Q0660D,TANNY LEATHER,C=48 | L=48
DEEP,106477,Q0705D,SPRING,AXX=72
DEEP,106481,Q0709D,GOLDFINCH,AXX=32 | C=8 | L=8
DEEP,106482,Q0710D,QUARTZITE,AXX=64 | C=16 | L=16
DEEP,106486,Q0714D,GOLDEN ANTIQUE,L=31 | T=22
DEEP,106487,Q0715D,MIDAS GOLD,L=57 | T=32
DEEP,106491,Q0719D,SMOKY OLIVE,B=12 | C=36
DEEP,106492,Q0720D,MANGO TANGO,B=24 | C=72
DEEP,106496,Q0724D,PINEAPPLE,AXX=48 | L=4
DEEP,106497,Q0725D,TANGIER,AXX=96 | L=8
DEEP,106501,Q0729D,ARIZONA DESERT,AXX=36 | L=12
DEEP,106502,Q0730D,HARVEST OLIVE,AXX=72 | L=24
DEEP,106506,Q0734D,FRANCY FREE,AXX=30 | L=18
DEEP,106507,Q0735D,CUSTARD,AXX=60 | L=36
DEEP,106511,Q0739D,WOODRUFF,C=12 | L=36
DEEP,106512,Q0740D,TOBACCO ROAD,C=24 | L=72
DEEP,106516,Q0744D,NEW MARIGOLD,AXX=42 | L=7
DEEP,106517,Q0745D,WHEAT FIELDS,AXX=84 | L=14
DEEP,106521,Q0749D,KILLARNEY,AXX=48 | B=4
DEEP,106522,Q0750D,BRONZE MELON,AXX=96 | B=8
DEEP,106526,Q0754D,BITTERSWEET,AXX=24 | L=24
DEEP,106527,Q0755D,BROCCOLI,AXX=48 | L=48
DEEP,106531,Q0759D,LICHEN GREEN,AXX=12 | L=36
DEEP,106532,Q0760D,EARTHENWARE,AXX=24 | L=72
DEEP,106542,Q0804D,SWEET BASIL,AXX=32 | C=12 | D=4
DEEP,106543,Q0805D,EMERALD ISLE,AXX=64 | C=24 | D=8
DEEP,106547,Q0809D,BALMY SEAS,C=42 | D=7
DEEP,106548,Q0810D,DESERT MOSS,C=84 | D=14
DEEP,106552,Q0814D,EMPIRE GREEN,B=4 | C=36 | D=4
DEEP,106553,Q0815D,BAOBAB,B=8 | C=72 | D=8
DEEP,106557,Q0819D,FLINTSTONE,B=8 | C=8 | L=32
DEEP,106558,Q0820D,MISTLETOE,B=16 | C=16 | L=64
DEEP,106562,Q0824D,SNAPDRAGON,AXX=48 | D=4
DEEP,106563,Q0825D,GREENSLEEVES,AXX=96 | D=8
DEEP,106567,Q0829D,SAUCY GREEN,AXX=18 | C=18 | D=9
DEEP,106568,Q0830D,AQUARIUM,AXX=36 | C=36 | D=18
DEEP,106572,Q0834D,GREEN SHADOW,C=32 | D=8 | L=12
DEEP,106573,Q0835D,MINERAL GREEN,C=64 | D=16 | L=24
DEEP,106577,Q0839D,BEAVERWOOD,L=48
DEEP,106578,Q0840D,ANTLER BROWN,L=96
DEEP,106582,Q0844D,BERMUDA GRASS,AXX=42 | D=7
DEEP,106583,Q0845D,ELFIN O'SHEA,AXX=84 | D=14
DEEP,106587,Q0849D,VEIL GREEN,C=40 | D=8
DEEP,106588,Q0850D,FALSE CYPRESS,C=80 | D=16
DEEP,106592,Q0854D,STILL WATERS,C=30 | D=10 | L=15
DEEP,106593,Q0855D,NILE GREEN,C=60 | D=20 | L=30
DEEP,106597,Q0859D,OZARK GRAY,B=12 | L=36
DEEP,106598,Q0860D,CHIMNEY SWEEP,B=24 | L=72
DEEP,106606,Q0904D,SPRING FEVER,AXX=24 | C=16 | D=8
DEEP,106607,Q0905D,SPEARMINT,AXX=48 | C=32 | D=16
DEEP,106611,Q0909D,MARDI GRAS,AXX=18 | C=24 | D=12
DEEP,106612,Q0910D,MILLPOND,AXX=36 | C=48 | D=24
DEEP,106616,Q0914D,SPANISH MOSS,C=36 | D=12
DEEP,106617,Q0915D,ENDIVE,C=72 | D=24
DEEP,106621,Q0919D,GREEN GRAY,C=6 | D=6 | L=36
DEEP,106622,Q0920D,SWEETPEA,C=12 | D=12 | L=72
DEEP,106626,Q0924D,CUCUMBER,AXX=40 | D=4 | E=4
DEEP,106627,Q0925D,IRISH ISLE,AXX=79 | D=7 | E=10
DEEP,106631,Q0929D,CANADA THISTLE,AXX=40 | D=16 | L=4
DEEP,106632,Q0930D,CRABGRASS,AXX=60 | D=24 | L=6
DEEP,106636,Q0934D,PISTACHIO,AXX=12 | D=4 | L=32
DEEP,106637,Q0935D,OREGANO,AXX=24 | D=8 | L=64
DEEP,106642,Q0940D,PINE CONE,B=48 | C=48
DEEP,106646,Q0944D,VELVET LEAF,AXX=36 | D=12
DEEP,106647,Q0945D,LIME RICKI,AXX=72 | D=24
DEEP,106651,Q0949D,PARROT GREEN,AXX=36 | E=12
DEEP,106652,Q0950D,DILL PICKLE,AXX=72 | E=24
DEEP,106656,Q0954D,FATHOM GREEN,B=9 | C=27 | D=9
DEEP,106657,Q0955D,CHINESE EVERGREEN,B=18 | C=54 | D=18
DEEP,106661,Q0959D,JUNGLE GREEN,AXX=4 | D=4 | L=40
DEEP,106662,Q0960D,ARMY GREEN,AXX=8 | D=8 | L=80
DEEP,106669,Q1004D,JONQUIL,AXX=30 | D=18
DEEP,106670,Q1005D,SPRING GREEN,AXX=70 | D=42
DEEP,106674,Q1009D,TROPICAL FERN,AXX=30 | D=6 | E=12
DEEP,106675,Q1010D,ASPARAGUS,AXX=60 | D=12 | E=24
DEEP,106679,Q1014D,SAFARI,C=32 | D=8 | E=8
DEEP,106680,Q1015D,JADE,C=64 | D=16 | E=16
DEEP,106684,Q1019D,SAVORY GREEN,AXX=14 | D=7 | L=28
DEEP,106685,Q1020D,DARK FERN,AXX=28 | D=14 | L=56
DEEP,106689,Q1024D,BILOXI,AXX=24 | D=24
DEEP,106690,Q1025D,CANDY APPLE,AXX=48 | D=48
DEEP,106694,Q1029D,IVY GREEN,C=24 | D=24
DEEP,106695,Q1030D,BUDDHA,C=48 | D=48
DEEP,106699,Q1034D,GREEN APPLE,B=4 | C=24 | D=20
DEEP,106700,Q1035D,TIKI GREEN,B=8 | C=48 | D=40
DEEP,106704,Q1039D,PHILODENDRON,AXX=12 | D=8 | L=28
DEEP,106705,Q1040D,BANGKOK GREEN,AXX=24 | D=16 | L=56
DEEP,106709,Q1044D,CANOPY GREEN,AXX=12 | D=36
DEEP,106710,Q1045D,CANARY GREEN,AXX=24 | D=72
DEEP,106715,Q1050D,BALI HA'I,C=8 | D=24 | L=16
DEEP,106719,Q1054D,ATHENIAN GREEN,AXX=4 | D=16 | L=28
DEEP,106720,Q1055D,SEA GREEN,AXX=8 | D=32 | L=56
DEEP,106724,Q1059D,DUSTY LICHEN,AXX=6 | D=6 | L=36
DEEP,106725,Q1060D,BAY LEAF,AXX=12 | D=12 | L=72
DEEP,106737,Q1104D,LOVEBIRD GREEN,AXX=4 | D=44
DEEP,106738,Q1105D,ADAM GREEN,AXX=10 | D=105
DEEP,106743,Q1110D,HEATHER GREEN,AXX=24 | E=24
DEEP,106747,Q1114D,MOSSY GREEN,C=7 | D=28 | L=14
DEEP,106748,Q1115D,HURON GREEN,C=13 | D=52 | L=26
DEEP,106752,Q1119D,CROCODILE,B=20 | C=20 | D=10
DEEP,106753,Q1120D,OLIVE GREEN,B=40 | C=40 | D=20
DEEP,106757,Q1124D,AQUA LUSTRE,D=48
DEEP,106758,Q1125D,HAWAIIAN TURQUOISE,D=96
DEEP,106764,Q1130D,BONANZA,D=64 | L=32
DEEP,106768,Q1134D,LISBON GREEN,B=4 | D=20 | L=24
DEEP,106769,Q1135D,AVOCADO FERN,B=8 | D=40 | L=48
DEEP,106773,Q1139D,MILITARY OLIVE,D=12 | L=36
DEEP,106774,Q1140D,PEA GREEN,D=24 | L=72
DEEP,106778,Q1144D,AQUAMARINE,D=36 | E=12
DEEP,106779,Q1145D,AZTEC GREEN,D=72 | E=24
DEEP,106783,Q1149D,WHIRLPOOL,B=7 | D=42
DEEP,106784,Q1150D,LANCASTER GREEN,B=14 | D=84
DEEP,106789,Q1155D,KENTUCKY GRASS,B=12 | D=24 | L=12
DEEP,106793,Q1159D,AUTUMN LEAF,D=7 | L=42
DEEP,106794,Q1160D,SWAMP GREEN,D=14 | L=84
DEEP,106802,Q1205D,LAGUNA,D=24 | E=18 | L=6
DEEP,106806,Q1209D,FENBROOK,B=6 | D=36 | E=6
DEEP,106807,Q1210D,FJORD,B=12 | D=72 | E=12
DEEP,106812,Q1215D,SEAWEED,B=48 | D=48
DEEP,106816,Q1219D,HIMALAYA,B=12 | D=6 | L=30
DEEP,106817,Q1220D,CORNISH COAST,B=24 | D=12 | L=60
DEEP,106821,Q1224D,AZURITE,D=30 | E=20
DEEP,106822,Q1225D,TROPIC LAGOON,D=60 | E=40
DEEP,106826,Q1229D,CARIBBEAN,B=2.5 | D=25.5 | E=20
DEEP,106827,Q1230D,TOUCHE,B=5 | D=51 | E=40
DEEP,106831,Q1234D,SLEEPY HOLLOW,B=21 | D=21 | E=7
DEEP,106832,Q1235D,DEEP WATER,B=42 | D=42 | E=14
DEEP,106837,Q1240D,CATALINA GRAY,B=36 | D=12
DEEP,106842,Q1245D,PACIFICA,D=48 | E=48
DEEP,106846,Q1249D,FADED DENIM,B=4.5 | D=13 | E=31
DEEP,106847,Q1250D,LAPIS LAZULI,B=9 | D=26 | E=62
DEEP,106851,Q1254D,SAXON GRAY,E=24 | L=24
DEEP,106852,Q1255D,HUDSON BAY,E=48 | L=48
DEEP,106856,Q1259D,EDWARDIAN GRAY,E=12 | L=36
DEEP,106857,Q1260D,STROMBOLI,E=24 | L=72
DEEP,106865,Q1304D,TAOS TURQUOISE,D=12 | E=36
DEEP,106866,Q1305D,SHAKER BLUE,D=24 | E=72
DEEP,106871,Q1310D,ZODIAC BLUE,B=12 | D=12 | E=72
DEEP,106875,Q1314D,VENETIAN WATERS,B=7 | E=42
DEEP,106876,Q1315D,HURRICANE,B=14 | E=84
DEEP,106880,Q1319D,BLUE MINK,B=18 | E=30
DEEP,106881,Q1320D,DEEP SEA,B=36 | E=60
DEEP,106885,Q1324D,BIG SKY,E=48
DEEP,106886,Q1325D,BLAZING BLUE,E=96
DEEP,106891,Q1334D,JAYBIRD,B=8 | E=40
DEEP,106892,Q1335D,PATRICIAN BLUE,B=16 | E=80
DEEP,106897,Q1340D,PORPOISE,B=24 | E=24
DEEP,106900,Q1344D,Crater Lake,E=80 | M=16
DEEP,106901,Q1344D SYC,Q1344D SYC,E=80 | M=26
DEEP,106902,Q1345D,Q1345D,E=85 | V=6
DEEP,106903,Q1345D SYC,Q1345D SYC,E=85 | M=10
DEEP,106910,Q1354D,SWORDFISH,B=12 | E=36
DEEP,106911,Q1355D,TEMPEST,B=24 | E=72
DEEP,106915,Q1359D,PANORAMA,B=32 | E=16
DEEP,106916,Q1360D,SLATE,B=64 | E=32
DEEP,106928,Q1409D,ELIZABETHAN BLUE,D=8.5 | E=22.5 | V=17
DEEP,106929,Q1410D,MARINA,D=17 | E=45 | V=34
DEEP,106933,Q1414D,STEEL BLUE,B=11 | E=24 | V=13
DEEP,106934,Q1415D,ATLANTIC GRAY,B=22 | E=48 | V=26
DEEP,106938,Q1419D,OCEAN SHADOW,B=36 | E=12
DEEP,106939,Q1420D,LODESTONE,B=72 | E=24
DEEP,106940,Q1424D,Q1424D,E=40 | V=30
DEEP,106944,Q1434D,MEZZOTINT,B=20 | E=22 | R=5
DEEP,106945,Q1435D,GUNMETAL,B=40 | E=44 | R=10
DEEP,106949,Q1439D,OLD PEWTER,B=40 | D=5 | L=10
DEEP,106950,Q1440D,SMOKY PINE,B=64 | D=8 | L=16
DEEP,106951,Q1445D,Diana,E=50 | V=41
DEEP,106955,Q1449D,MOUNTAIN GENTIAN,D=1.5 | E=26 | V=20
DEEP,106956,Q1450D,ANTIQUE LAVENDER,D=3 | E=52 | V=40
DEEP,106962,Q1455D,CATHEDRAL,E=36 | KX=16 | T=2 | V=41
DEEP,106966,Q1459D,SMOKESTONE,B=30 | L=18
DEEP,106967,Q1460D,VOLCANIC ASH,B=60 | L=36
DEEP,106973,Q1504D,FANTASIA,E=29 | V=19.5
DEEP,106974,Q1505D,ROYAL KHAN,E=57.5 | V=38.5
DEEP,106979,Q1520D,MAUNA LOA,B=96
DEEP,106983,Q1524D,EL MOROCCO,E=12 | V=35
DEEP,106984,Q1525D,AFRICAN VIOLET,E=28 | V=88
DEEP,106985,Q1525D SYC,Q1525D SYC,E=21 | L=5 | M=84
DEEP,106989,Q1529D,DAME MARGARET,B=3 | E=12 | V=33
DEEP,106990,Q1530D,PHOENCIA,B=6 | E=24.5 | V=65.5
DEEP,106994,Q1534D,LYDIAN PURPLE,B=9 | E=9 | V=30
DEEP,106995,Q1535D,KRAKEN,B=18 | E=19 | V=60
DEEP,107000,Q1540D,VICTORIA GRAY,B=40 | E=14 | KX=8 | R=34
DEEP,107004,Q1544D,PALE MAGENTA,E=4 | R=3 | V=41
DEEP,107005,Q1545D,NEON VIOLET,E=8 | R=6 | V=82
DEEP,107010,Q1550D,SALEM ROSE,B=22 | E=6 | V=68
DEEP,107014,Q1554D,VESPER,B=22 | F=2 | KX=2 | V=21
DEEP,107015,Q1555D,CARLSBAD,B=44 | F=4 | KX=4 | V=42
DEEP,107019,Q1559D,ANTIQUARIAN GRAY,B=36 | R=11
DEEP,107020,Q1560D,KRAKATOA,B=72 | R=22
DEEP,107024,R FTES Amarillo,RECUPLAST FRENTES Amarillo,AXX=36 | T=36
DEEP,107025,R FTES Azul,RECUPLAST FRENTES Azul,B=11 | D=16 | E=75
DEEP,107026,R FTES Colonial,RECUPLAST FRENTES Colonial,C=17 | F=19 | I=62.5
DEEP,107039,RAL 1002,RAL 1002,AXX=6 | C=25 | L=7
DEEP,107045,RAL 1012,RAL 1012,AXX=65 | C=30 | D=1
DEEP,107049,RAL 1016,RAL 1016,AXX=68 | C=1 | D=0.5
DEEP,107083,RAL 4001 SYC,RAL 4001 SYC,B=21 | M=84 | SS=11
DEEP,107084,RAL 4003,RAL 4003,E=0.5 | V=96
DEEP,107099,RAL 5012,RAL 5012,C=1 | E=94 | L=1
DEEP,107101,RAL 5014,RAL 5014,B=15 | E=35 | V=9
DEEP,107108,RAL 5023 SYC,RAL 5023 SYC,B=28 | E=56 | M=28
DEEP,107114,RAL 6011,RAL 6011,AXX=42 | B=16 | D=24
DEEP,107115,RAL 6013,RAL 6013,B=29 | C=58 | D=13
DEEP,107121,RAL 6021,RAL 6021,B=13.5 | C=27 | D=13.5
DEEP,107129,RAL 7000,RAL 7000,B=26 | D=4 | L=10
DEEP,107135,RAL 7011,RAL 7011,B=70 | C=11
DEEP,107138,RAL 7015,RAL 7015,B=115 | E=1
DEEP,107145,RAL 7025,RAL 7025,B=84 | E=14
DEEP,107147,RAL 7030,RAL 7030,B=10 | C=5 | L=25
DEEP,107148,RAL 7031,RAL 7031,B=72 | D=10 | L=20
DEEP,107150,RAL 7033,RAL 7033,B=36 | C=36
DEEP,107151,RAL 7034,RAL 7034,B=23 | C=61 | E=0.5
DEEP,107153,RAL 7037,RAL 7037,B=52 | L=52
DEEP,107155,RAL 7039,RAL 7039,B=57.85 | C=14.8 | F=3.5
DEEP,107183,REVO Ladrillo,REVO Ladrillo,C=25 | F=17 | T=26
DEEP,107189,Recu Piscinas Cel,Recuplast Piscinas Celeste,E=40
DEEP,107190,Recufloor Cemento,Recufloor Recubrimiento Pisos Cemento,B=36.7 | C=36.7 | D=4.9
DEEP,107227,SI 424 HYO,Sist INDUSTRIA 424 HYO,B=60 | D=12 | L=24
DEEP,107230,SI 444 HYO,Sist INDUSTRIA 444 HYO,B=16 | C=48 | F=31
DEEP,107252,SUV Az Real,SUV Az Real,B=0.5 | D=28 | E=64
DEEP,107313,SUV J066,SUV J066,AXX=58 | L=58
DEEP,107322,SUV J100,SUV J100,B=4.5 | C=45 | L=9
DEEP,107325,SUV J105,SUV J105,C=10 | I=4 | L=25
DEEP,107327,SUV J109,SUV J109,B=19.5 | I=11.5 | L=47
DEEP,107329,SUV J122,SUV J122,C=15 | F=10 | T=13
DEEP,107331,SUV J142,SUV J142,F=8 | V=56
DEEP,107340,SUV K016,SUV K016,R=66 | V=29
DEEP,107342,SUV K043,SUV K043,C=8 | D=72
DEEP,107345,SUV K053,SUV K053,AXX=28 | B=4 | D=14
DEEP,107348,SUV K065,SUV K065,AXX=21 | D=1 | L=21
DEEP,107350,SUV K079,SUV K079,AXX=48 | T=48
DEEP,107352,SUV K086,SUV K086,R=5.5 | T=32
DEEP,107354,SUV K099,SUV K099,L=31 | T=22
DEEP,107355,SUV K105,SUV K105,B=28 | C=39 | F=5
DEEP,107356,SUV K109,SUV K109,B=30 | C=70 | F=15
DEEP,107357,SUV K121,SUV K121,F=2 | I=47
DEEP,107358,SUV K122,SUV K122,F=39 | R=9 | T=48
DEEP,107360,SUV K129,SUV K129,R=48 | T=48
DEEP,107367,SUV L002,SUV L002,B=7 | E=28 | V=7
DEEP,107370,SUV L008,SUV L008,B=8 | D=20 | E=76
DEEP,107374,SUV L035,SUV L035,B=18 | D=69 | E=14.5
DEEP,107375,SUV L038,SUV L038,D=96
DEEP,107378,SUV L058,SUV L058,AXX=96 | B=6 | D=4
DEEP,107379,SUV L060,SUV L060,C=80 | D=18
DEEP,107382,SUV L077,SUV L077,AXX=84 | T=12
DEEP,107385,SUV L086,SUV L086,R=16 | T=88
DEEP,107386,SUV L090,SUV L090,R=13 | T=80 | V=14
DEEP,107390,SUV L104,SUV L104,B=23 | C=37 | L=30
DEEP,107400,SUV L155,SUV L155,B=48 | C=32 | I=24
DEEP,107412,SUV M081,SUV M081,AXX=4 | C=72 | L=20
DEEP,107413,SUV M086,SUV M086,C=30 | R=15 | T=60
DEEP,107434,SUV N052,SUV N052,AXX=20 | B=5 | D=15
DEEP,107435,SUV N058,SUV N058,C=33 | D=7
DEEP,107437,SUV N100,SUV N100,C=24 | L=67
DEEP,107438,SUV N109,SUV N109,D=8.5 | I=32 | L=31
DEEP,107440,SUV N132,SUV N132,F=24 | R=36 | T=36
DEEP,107441,SUV N135 SYC,SUV N135 SYC,F=49 | M=33
DEEP,107443,SUV N155,SUV N155,B=24 | C=12 | L=60
DEEP,107444,SUV N164,SUV N164,B=34 | E=12
DEEP,107445,SUV N167,SUV N167,B=80 | C=12 | F=12
DEEP,107446,SUV N168,SUV N168,AXX=5.4 | B=39.3 | F=4.3
DEEP,107457,SUV S154,SUV S154,B=2 | L=35
DEEP,107458,SUV S168,SUV S168,B=48 | L=48
DEEP,107476,SUV X144,SUV X144,D=7 | L=42
DEEP,107481,SUV Y071,SUV Y071,B=10.6 | C=37 | F=5.3
DEEP,107482,SUV Y076,SUV Y076,B=16 | C=17 | D=85
DEEP,107489,SW 1006,SW 1006 MAT,B=21 | L=21
DEEP,107492,SW 1012,SW 1012 MAT,B=11 | C=5 | L=25
DEEP,107493,SW 1013,SW 1013 MAT,B=28 | L=68
DEEP,107498,SW 1019,SW 1019 MAT,B=10 | L=30
DEEP,107499,SW 1020,SW 1020 MAT,B=48 | L=48
DEEP,107516,SW 1055,SW 1055 MAT,C=16 | I=16 | L=64
DEEP,107527,SW 1083,SW 1083 MAT,B=20 | F=15 | T=40
DEEP,107532,SW 1089,SW 1089,B=1.1 | C=9.7 | I=5.05 | L=27.3
DEEP,107533,SW 1090,SW 1090 MAT,C=24 | I=12 | L=64
DEEP,107539,SW 1097,SW 1097 MAT,AXX=12 | I=12 | L=72
DEEP,107546,SW 1104,SW 1104 MAT,C=16 | I=27 | L=70
DEEP,107553,SW 1111,SW 1111 MAT,C=36 | I=12 | L=16
DEEP,107570,SW 1131,SW 1131 MAT,AXX=3 | C=5 | L=33
DEEP,107571,SW 1132,SW 1132 MAT,C=12 | L=84
DEEP,107577,SW 1138,SW 1138 MAT,C=15 | I=1 | L=25
DEEP,107582,SW 1146,SW 1146,C=26 | L=83
DEEP,107592,SW 1167,SW 1167 MAT,B=48 | C=48 | D=2
DEEP,107602,SW 1187,SW 1187 MAT,AXX=3.5 | D=3.5 | L=36
DEEP,107604,SW 1195,SW 1195 MAT,B=8 | D=12 | L=70
DEEP,107611,SW 1223,SW 1223 MAT,B=64 | E=30
DEEP,107615,SW 1230,SW 1230,B=73 | D=7 | L=20
DEEP,107621,SW 1237,SW 1237 MAT,B=73 | E=3.5 | R=4.5
DEEP,107624,SW 1244,SW 1244,B=34.5 | E=44 | V=8.9
DEEP,107627,SW 1251 SYC,SW 1251 MAT SYC,B=26 | E=46 | M=43
DEEP,107630,SW 1258,SW 1258 MAT,B=80 | E=4 | R=6
DEEP,107631,SW 1258 SYC,SW 1258 MAT SYC,B=80 | E=4 | SS=12
DEEP,107632,SW 1286,SW 1286 MAT,B=28 | F=28 | V=29
DEEP,107635,SW 1314,SW 1314,B=12 | C=38 | F=46
DEEP,107640,SW 1335,SW 1335 MAT,F=11.5 | I=23 | T=34.5
DEEP,107643,SW 1348,SW 1348 MAT,C=84 | F=8 | L=32
DEEP,107649,SW 1356,SW 1356,C=28 | F=2.5 | L=11
DEEP,107655,SW 1363,SW 1363 MAT,C=42 | I=10 | T=42
DEEP,107663,SW 1377,SW 1377 MAT,AXX=10 | C=25 | L=7
DEEP,107676,SW 1412,SW 1412 MAT,B=6 | C=60 | D=5
DEEP,107679,SW 1418,SW 1418 MAT,C=29 | D=5 | L=7
DEEP,107680,SW 1419,SW 1419 MAT,B=22 | C=68 | D=2
DEEP,107686,SW 1426,SW 1426 MAT,B=8 | C=72 | D=8
DEEP,107693,SW 1447,SW 1447 MAT,AXX=50 | B=16 | D=24
DEEP,107697,SW 1482,SW 1482 MAT,B=15 | D=58 | E=12
DEEP,107702,SW 1517,SW 1517 MAT,B=16 | E=64 | V=16
DEEP,107706,SW 1531,SW 1531 MAT,B=16 | E=42 | V=35
DEEP,107709,SW 1566,SW 1566 MAT,B=10 | L=10 | V=65
DEEP,107719,SW 1608,SW 1608 MAT,R=64 | T=32
DEEP,107727,SW 1621,SW 1621 MAT,R=17 | T=17
DEEP,107729,SW 1630,SW 1630 MAT,R=56 | T=58
DEEP,107730,SW 1636,SW 1636 MAT,R=20 | T=69
DEEP,107735,SW 1643,SW 1643,R=16 | T=88
DEEP,107736,SW 1644 SYC,SW 1644 MAT SYC,C=7 | SS=17.5 | T=76
DEEP,107740,SW 1649,SW 1649 MAT,R=6 | T=36
DEEP,107741,SW 1651,SW 1651 MAT,R=8 | T=84
DEEP,107745,SW 1658,SW 1658 MAT,R=9 | T=101
DEEP,107751,SW 1671,SW 1671 MAT,T=96
DEEP,107754,SW 1678,SW 1678 MAT,AXX=48 | T=48
DEEP,107758,SW 1685,SW 1685,AXX=55
DEEP,107763,SW 1698,SW 1698 MAT,AXX=30 | D=2 | L=0.5
DEEP,107767,SW 1705,SW 1705 MAT,AXX=62 | D=5
DEEP,107772,SW 1714,SW 1714 MAT,AXX=72 | D=22
DEEP,107774,SW 1719,SW 1719,AXX=24 | B=16
