COD,ARTIC,PR_CON_IVA,usa_tinto,tipo_tinto,base_tinto,base_fisica_tinto,factor_envase_tinto,ajuste_formula_tinto,factor_tinto,litros_reales,kilos_reales,unidad_detectada,confianza_tinto,regla_tinto,observacion_tinto
43510802,CREART AERO GLOW IN THE DARK VERDE 440 C,41170.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
43559492,CREART AEROSOL EFECTO OXIDO 440 CM3,3200.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
43519632,CREART AEROSOL GLITTER DORADO 440 CC,32914.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
43519672,CREART AEROSOL GLITTER PLATEADO 440 CC,32914.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
43519652,CREART AEROSOL GLITTER ROJO 440 CC,32914.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
43510602,CREART AEROSOL PROTE TRANSP MATE 440 CM3,17195.44,NO,,,,,,,,,,,,Sin base tintométrica detectada
43590602,CREART AEROSOL PROTECTOR TRANSP 440 CC,17195.44,NO,,,,,,,,,,,,Sin base tintométrica detectada
43516132,CREART CHALK AEROSOL AZUL MEDIANOCHE 440,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
43511102,CREART CHALK AEROSOL BLANCO ALGODON 440,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
43516052,CREART CHALK AEROSOL CELESTE ENVEJECIDO 440,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
43512112,CREART CHALK AEROSOL CREMA SAMBAYON 440,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
43517132,CREART CHALK AEROSOL GRIS ANTIGUO 440 CC,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
43517712,CREART CHALK AEROSOL GRIS SOMBRA 440 CC,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
43514062,CREART CHALK AEROSOL ROSA ROCOCO 440 CC,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
43515212,CREART CHALK AEROSOL VERDE PACIFICO 440,15594.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041403,CREART CHALK P CELESTE ENVEJECIDO 1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041463,CREART CHALK PAINT AZUL MEDIANOCHE  1 LT,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041103,CREART CHALK PAINT BLANCO ALGODON  1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041003,CREART CHALK PAINT BLANCO GLACIAR 1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041203,CREART CHALK PAINT CREMA SAMBAYON  1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041723,CREART CHALK PAINT GRIS ANTIGUO  1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041703,CREART CHALK PAINT GRIS SOMBRA 1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
80111003,CREART CHALK PAINT LACA PROTECTORA 1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041303,CREART CHALK PAINT ROSA ROCOCO 1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
89041503,CREART CHALK PAINT VERDE PACIFICO 1 LTS,27597.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
42190032,CREMAR BARNIZ BRILLANTE 0.5 LTS,11040.38,NO,,,,,,,,,,,,Sin base tintométrica detectada
42190033,CREMAR BARNIZ BRILLANTE 0.9 LTS,17421.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
42190034,CREMAR BARNIZ BRILLANTE 3.6 LTS,58922.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
42390043,CREMAR BARNIZ MARINO 0.9 LTS,17820.14,NO,,,,,,,,,,,,Sin base tintométrica detectada
42390047,CREMAR BARNIZ MARINO 20 LTS,301355.26,NO,,,,,,,,,,,,Sin base tintométrica detectada
42390044,CREMAR BARNIZ MARINO 3.6 LTS,60271.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
94000078,CREMAR DISOLVENTE BASE A AGUARRAS 200LT,1569300.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
83111033,CREMAR ENDUIDO INTERIOR / EXTERIOR 1 LTS,8867.56,NO,,,,,,,,,,,,Sin base tintométrica detectada
83111036,CREMAR ENDUIDO INTERIOR / EXTERIOR 10 LT,48217.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
83111037,CREMAR ENDUIDO INTERIOR / EXTERIOR 20 LT,86004.94,NO,,,,,,,,,,,,Sin base tintométrica detectada
83111034,CREMAR ENDUIDO INTERIOR / EXTERIOR 4 LTS,21319.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
42892233,"CREMAR ESM  BRIL AMARILLO 3 EN 1  0,900",23953.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42892232,CREMAR ESM  BRIL AMARILLO 3 EN 1  1/2 LT,15849.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42892234,"CREMAR ESM  BRIL AMARILLO 3 EN 1  3,6 LT",84616.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897342,CREMAR ESM  BRILL GRIS 3 EN 1   1/2  LTS,11469.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
42892603,"CREMAR ESM BRIL AMARILLO VIAL 3 EN 1 0,9",23953.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42892602,CREMAR ESM BRIL AMARILLO VIAL 3 EN 1 1/2,15849.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42892607,CREMAR ESM BRIL AMARILLO VIAL 3 EN 1 20,150541.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
42892604,"CREMAR ESM BRIL AMARILLO VIAL 3 EN 1 3,6",84616.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
42896913,"CREMAR ESM BRIL AZUL MARINO 3 EN 1  0,90",19215.16,NO,,,,,,,,,,,,Sin base tintométrica detectada
42896912,CREMAR ESM BRIL AZUL MARINO 3 EN 1  1/2,12622.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
42896914,"CREMAR ESM BRIL AZUL MARINO 3 EN 1  3,6",66125.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
42896433,"CREMAR ESM BRIL AZUL TRAFUL 3 EN 1  0,90",19215.16,NO,,,,,,,,,,,,Sin base tintométrica detectada
42896432,CREMAR ESM BRIL AZUL TRAFUL 3 EN 1  1/2,12622.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
42896437,CREMAR ESM BRIL AZUL TRAFUL 3 EN 1  20 L,117639.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
42896434,"CREMAR ESM BRIL AZUL TRAFUL 3 EN 1  3,6",66125.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894803,"CREMAR ESM BRIL BERM OSC 3 EN 1  0,900",23953.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894802,CREMAR ESM BRIL BERM OSC 3 EN 1  1/2 LTS,15849.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894804,"CREMAR ESM BRIL BERM OSC 3 EN 1  3,6 LTS",84616.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894433,"CREMAR ESM BRIL BERMELLON 3 EN 1  0,900",23953.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894432,CREMAR ESM BRIL BERMELLON 3 EN 1  1/2 LT,15849.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894437,CREMAR ESM BRIL BERMELLON 3 EN 1 20 LT,150541.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894434,"CREMAR ESM BRIL BERMELLON 3 EN 1 3,6 LTS",84618.35,NO,,,,,,,,,,,,Sin base tintométrica detectada
42891083,"CREMAR ESM BRIL BLANCO 3 EN 1  0,900 LTS",19472.45,SI,PINTURA,PASTEL,PASTEL,1,0.9,0.9,0.9,,L,MANUAL,Cremar esm brillante blanco x0.9,Regla manual: Cremar esm brillante blanco x0.9; Presentación 1L
42891087,CREMAR ESM BRIL BLANCO 3 EN 1  20 LTS,338646.23,SI,PINTURA,PASTEL,PASTEL,20,0.9,18,20,,L,MANUAL,Cremar esm brillante blanco x0.9,Regla manual: Cremar esm brillante blanco x0.9; Presentación 20L
42891089,CREMAR ESM BRIL BLANCO 3 EN 1  200 LTS,68311.84,SI,PINTURA,PASTEL,PASTEL,200,0.9,180,200,,L,MANUAL,Cremar esm brillante blanco x0.9,Regla manual: Cremar esm brillante blanco x0.9; Litros fuera de patrón; revisar
42891084,"CREMAR ESM BRIL BLANCO 3 EN 1  3,6 LTS",68057.68,SI,PINTURA,PASTEL,PASTEL,4,0.9,3.6,3.6,,L,MANUAL,Cremar esm brillante blanco x0.9,Regla manual: Cremar esm brillante blanco x0.9; Presentación 4L
42891082,CREMAR ESM BRIL BLANCO 3 EN 1 x 1/2 LTS,13112.52,SI,PINTURA,PASTEL,PASTEL,0.5,0.9,0.45,0.5,,L,MANUAL,Cremar esm brillante blanco x0.9,Regla manual: Cremar esm brillante blanco x0.9; 1/2 detectado
42897343,"CREMAR ESM BRIL GRIS 3 EN 1    0,900 LTS",17505.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897344,"CREMAR ESM BRIL GRIS 3 EN 1    3,6 LTS",57963.02,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897263,"CREMAR ESM BRIL GRIS ESP 3 EN 1  0,900 L",19215.16,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897262,CREMAR ESM BRIL GRIS ESP 3 EN 1  1/2 LTS,12622.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897267,CREMAR ESM BRIL GRIS ESP 3 EN 1  20 LTS,117639.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897264,"CREMAR ESM BRIL GRIS ESP 3 EN 1  3,6 LTS",66125.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897269,CREMAR ESM BRIL GRIS ESP 3 EN 1 200 LTS,66371.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
42893933,"CREMAR ESM BRIL MARRON 3 EN 1   0,900 LT",17505.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
42893932,CREMAR ESM BRIL MARRON 3 EN 1   1/2 LTS,11469.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
42893934,"CREMAR ESM BRIL MARRON 3 EN 1   3,6 LTS",57963.02,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894202,CREMAR ESM BRIL NARANJA 3 EN 1  1/2 LTS,15849.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894203,"CREMAR ESM BRIL NARANJA 3 EN 1 0,9 LTS",23953.11,NO,,,,,,,,,,,,Sin base tintométrica detectada
42894204,"CREMAR ESM BRIL NARANJA 3 EN 1 3,6 LTS",84616.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897033,"CREMAR ESM BRIL NEGRO 3 EN 1  0,900 LTS",17505.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897032,CREMAR ESM BRIL NEGRO 3 EN 1  1/2 LTS,11469.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897034,"CREMAR ESM BRIL NEGRO 3 EN 1  3,6 LTS",57960.38,NO,,,,,,,,,,,,Sin base tintométrica detectada
42897037,CREMAR ESM BRIL NEGRO 3 EN 1 20LTS,288403.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
44431012,CREMAR ESM SAT BLANCO 3 EN 1  1/2 LTS,13362.99,SI,PINTURA,PASTEL,PASTEL,0.5,0.9,0.45,0.5,,L,MANUAL,Cremar esm satinado blanco x0.9,Regla manual: Cremar esm satinado blanco x0.9; 1/2 detectado
44431017,CREMAR ESM SAT BLANCO 3 EN 1 20LTS,342152.46,SI,PINTURA,PASTEL,PASTEL,20,0.9,18,20,,L,MANUAL,Cremar esm satinado blanco x0.9,Regla manual: Cremar esm satinado blanco x0.9; Presentación 20L
44431013,"CREMAR ESM SAT BLANCO 3 EN 1 x 0,900 LTS",20012.70,SI,PINTURA,PASTEL,PASTEL,1,0.9,0.9,0.9,,L,MANUAL,Cremar esm satinado blanco x0.9,Regla manual: Cremar esm satinado blanco x0.9; Presentación 1L
44431014,"CREMAR ESM SAT BLANCO 3 EN 1 x 3,6 LTS",68762.32,SI,PINTURA,PASTEL,PASTEL,4,0.9,3.6,3.6,,L,MANUAL,Cremar esm satinado blanco x0.9,Regla manual: Cremar esm satinado blanco x0.9; Presentación 4L
44437007,CREMAR ESM SAT NEGRO 3 EN 1 20LTS,342152.46,NO,,,,,,,,,,,,Sin base tintométrica detectada
44437003,"CREMAR ESM SAT NEGRO 3 EN 1 x 0,900 LTS",20012.70,NO,,,,,,,,,,,,Sin base tintométrica detectada
44437002,CREMAR ESM SAT NEGRO 3 EN 1 x 1/2 LTS,13362.99,NO,,,,,,,,,,,,Sin base tintométrica detectada
44437004,"CREMAR ESM SAT NEGRO 3 EN 1 x 3,6 LTS",68762.32,NO,,,,,,,,,,,,Sin base tintométrica detectada
42895783,"CREMAR ESM VERDE INGLES 3 EN 1  0,900 LT",19215.16,NO,,,,,,,,,,,,Sin base tintométrica detectada
42895782,CREMAR ESM VERDE INGLES 3 EN 1  1/2 LTS,12622.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
42895784,"CREMAR ESM VERDE INGLES 3 EN 1  3,6 LTS",66124.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
84010153,CREMAR FIJADOR / SELLADOR CONCENTRADO 1 LT,8544.00,NO,,,,,,,,,,,,Sin base tintométrica detectada
84010156,CREMAR FIJADOR / SELLADOR CONCENTRADO 10 LT,49353.58,NO,,,,,,,,,,,,Sin base tintométrica detectada
84010157,CREMAR FIJADOR / SELLADOR CONCENTRADO 20 LT,91942.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
84010154,CREMAR FIJADOR / SELLADOR CONCENTRADO 4 LT,23159.02,NO,,,,,,,,,,,,Sin base tintométrica detectada
85111006,CREMAR GOLD FIBRADO 10 KGS,1160.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
85111007,CREMAR GOLD FIBRADO BLANCO 20 KGS,2254.17,NO,,,,,,,,,,,,Sin base tintométrica detectada
85111004,CREMAR GOLD FIBRADO BLANCO 4 KGS,529.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
85114026,CREMAR GOLD FIBRADO TEJA 10 KGS,722.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
85114027,CREMAR GOLD FIBRADO TEJA 20 KGS,2067.97,NO,,,,,,,,,,,,Sin base tintométrica detectada
85114024,CREMAR GOLD FIBRADO TEJA 4 KGS,485.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
82311006,CREMAR GOLD FRENTES BLANCO 10 LTS,1391.69,NO,,,,,,,,,,,,Sin base tintométrica detectada
82311007,CREMAR GOLD FRENTES BLANCO 20 LTS,2708.96,NO,,,,,,,,,,,,Sin base tintométrica detectada
82311004,CREMAR GOLD FRENTES BLANCO 4 LTS,596.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
83421026,CREMAR IMPERM TECHOS Y MUROS BLANCO 10 K,94885.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
83421027,CREMAR IMPERM TECHOS Y MUROS BLANCO 20 K,182559.83,NO,,,,,,,,,,,,Sin base tintométrica detectada
83421024,CREMAR IMPERM TECHOS Y MUROS BLANCO 4 KG,42878.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
83424046,CREMAR IMPERM TECHOS Y MUROS ROJO TEJA 10 K,94885.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
83424047,CREMAR IMPERM TECHOS Y MUROS ROJO TEJA 20 K,182559.83,NO,,,,,,,,,,,,Sin base tintométrica detectada
83424044,CREMAR IMPERM TECHOS Y MUROS ROJO TEJA 4 K,42878.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440473,CREMAR IMPREGNANTE CAOBA 0.9 LTS,17181.26,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440474,CREMAR IMPREGNANTE CAOBA 3.6 LTS,57114.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440223,CREMAR IMPREGNANTE CEDRO 0.9 LTS,17181.26,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440224,CREMAR IMPREGNANTE CEDRO 3.6 LTS,57114.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440103,CREMAR IMPREGNANTE NATURAL 0.9 LTS,17181.26,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440104,CREMAR IMPREGNANTE NATURAL 3.6 LTS,57114.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440313,CREMAR IMPREGNANTE NOGAL 0.9 LTS,17181.26,NO,,,,,,,,,,,,Sin base tintométrica detectada
44440314,CREMAR IMPREGNANTE NOGAL 3.6 LTS,57114.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821123,CREMAR INT/EXT AMARILLO SOLEADO 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821126,CREMAR INT/EXT AMARILLO SOLEADO 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821127,CREMAR INT/EXT AMARILLO SOLEADO 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821124,CREMAR INT/EXT AMARILLO SOLEADO 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821283,CREMAR INT/EXT AZUL NOCHE 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821286,CREMAR INT/EXT AZUL NOCHE 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821287,CREMAR INT/EXT AZUL NOCHE 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821284,CREMAR INT/EXT AZUL NOCHE 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821203,CREMAR INT/EXT BORDO 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821206,CREMAR INT/EXT BORDO 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821207,CREMAR INT/EXT BORDO 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821204,CREMAR INT/EXT BORDO 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821323,CREMAR INT/EXT GRIS CUARZO 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821326,CREMAR INT/EXT GRIS CUARZO 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821327,CREMAR INT/EXT GRIS CUARZO 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821324,CREMAR INT/EXT GRIS CUARZO 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821143,CREMAR INT/EXT NARANJA SABANA 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821146,CREMAR INT/EXT NARANJA SABANA 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821147,CREMAR INT/EXT NARANJA SABANA 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821144,CREMAR INT/EXT NARANJA SABANA 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821343,CREMAR INT/EXT NEGRO 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821346,CREMAR INT/EXT NEGRO 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821347,CREMAR INT/EXT NEGRO 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821344,CREMAR INT/EXT NEGRO 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821223,CREMAR INT/EXT ROJO PASION 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821226,CREMAR INT/EXT ROJO PASION 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821227,CREMAR INT/EXT ROJO PASION 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821224,CREMAR INT/EXT ROJO PASION 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821183,CREMAR INT/EXT ROJO TERRACOTA 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821186,CREMAR INT/EXT ROJO TERRACOTA 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821187,CREMAR INT/EXT ROJO TERRACOTA 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821184,CREMAR INT/EXT ROJO TERRACOTA 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821163,CREMAR INT/EXT TRIGO 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821166,CREMAR INT/EXT TRIGO 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821167,CREMAR INT/EXT TRIGO 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821164,CREMAR INT/EXT TRIGO 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821263,CREMAR INT/EXT VERDE BOSQUE 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821266,CREMAR INT/EXT VERDE BOSQUE 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821267,CREMAR INT/EXT VERDE BOSQUE 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821264,CREMAR INT/EXT VERDE BOSQUE 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821243,CREMAR INT/EXT VERDE CLARO 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821246,CREMAR INT/EXT VERDE CLARO 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821247,CREMAR INT/EXT VERDE CLARO 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821244,CREMAR INT/EXT VERDE CLARO 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821303,CREMAR INT/EXT VIOLETA ESTELAR 1 LTS,10578.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821306,CREMAR INT/EXT VIOLETA ESTELAR 10 LTS,83333.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821307,CREMAR INT/EXT VIOLETA ESTELAR 20 LTS,158008.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821304,CREMAR INT/EXT VIOLETA ESTELAR 4 LTS,38224.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81821053,CREMAR LATEX INT / EXT BLANCO 1 LT,8793.43,SI,PINTURA,PASTEL,PASTEL,1,0.7,0.7,1,,L,MANUAL,Cremar latex int/ext x0.7,Regla manual: Cremar latex int/ext x0.7; Presentación 1L
81821056,CREMAR LATEX INT / EXT BLANCO 10 LT,66621.91,SI,PINTURA,PASTEL,PASTEL,10,0.7,7,10,,L,MANUAL,Cremar latex int/ext x0.7,Regla manual: Cremar latex int/ext x0.7; Presentación 10L
81821057,CREMAR LATEX INT / EXT BLANCO 20 LT,125843.87,SI,PINTURA,PASTEL,PASTEL,20,0.7,14,20,,L,MANUAL,Cremar latex int/ext x0.7,Regla manual: Cremar latex int/ext x0.7; Presentación 20L
81821054,CREMAR LATEX INT / EXT BLANCO 4 LT,30828.95,SI,PINTURA,PASTEL,PASTEL,4,0.7,2.8,4,,L,MANUAL,Cremar latex int/ext x0.7,Regla manual: Cremar latex int/ext x0.7; Presentación 4L
81721123,CREMAR LATEX INTERIOR AMARILLO 1 LTS,9041.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721124,CREMAR LATEX INTERIOR AMARILLO 4 LTS,32670.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721203,CREMAR LATEX INTERIOR AZUL 1 LTS,9041.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721204,CREMAR LATEX INTERIOR AZUL 4 LTS,32670.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721013,CREMAR LATEX INTERIOR BLANCO 1 LTS,6971.98,SI,PINTURA,PASTEL,PASTEL,1,0.7,0.7,1,,L,MANUAL,Cremar latex interior x0.7,Regla manual: Cremar latex interior x0.7; Presentación 1L
81721016,CREMAR LATEX INTERIOR BLANCO 10 LTS,50383.71,SI,PINTURA,PASTEL,PASTEL,10,0.7,7,10,,L,MANUAL,Cremar latex interior x0.7,Regla manual: Cremar latex interior x0.7; Presentación 10L
81721017,CREMAR LATEX INTERIOR BLANCO 20 LTS,96094.98,SI,PINTURA,PASTEL,PASTEL,20,0.7,14,20,,L,MANUAL,Cremar latex interior x0.7,Regla manual: Cremar latex interior x0.7; Presentación 20L
81721014,CREMAR LATEX INTERIOR BLANCO 4 LTS,23577.95,SI,PINTURA,PASTEL,PASTEL,4,0.7,2.8,4,,L,MANUAL,Cremar latex interior x0.7,Regla manual: Cremar latex interior x0.7; Presentación 4L
81721143,CREMAR LATEX INTERIOR NARANJA 1 LTS,9041.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721144,CREMAR LATEX INTERIOR NARANJA 4 LTS,32670.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721163,CREMAR LATEX INTERIOR ROJO 1 LTS,9041.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721164,CREMAR LATEX INTERIOR ROJO 4 LTS,32670.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721183,CREMAR LATEX INTERIOR VERDE 1 LTS,9041.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721184,CREMAR LATEX INTERIOR VERDE 4 LTS,32670.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721223,CREMAR LATEX INTERIOR VIOLETA 1 LTS,9041.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
81721224,CREMAR LATEX INTERIOR VIOLETA 4 LTS,32670.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
81001327,CREMAR LAVABLE 8298 20 LTS,87285.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
81001133,CREMAR LAVABLE BLANCO 1 LTS,10112.44,NO,,,,,,,,,,,,Sin base tintométrica detectada
81001136,CREMAR LAVABLE BLANCO 10 LTS,76615.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
81001137,CREMAR LAVABLE BLANCO 20 LTS,144720.49,NO,,,,,,,,,,,,Sin base tintométrica detectada
81001134,CREMAR LAVABLE BLANCO 4 LTS,35453.30,NO,,,,,,,,,,,,Sin base tintométrica detectada
83221146,CREMAR MASILLA 2 EN 1 15 KGS,37502.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
83221147,CREMAR MASILLA 2 EN 1 25 KGS,65351.94,NO,,,,,,,,,,,,Sin base tintométrica detectada
83221145,CREMAR MASILLA 2 EN 1 6 KGS,19605.59,NO,,,,,,,,,,,,Sin base tintométrica detectada
85101006,CREMAR MEMBRANA EN PASTA BLANCA 10 KGS,1174.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
85101007,CREMAR MEMBRANA EN PASTA BLANCA 20 KGS,2259.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
85101004,CREMAR MEMBRANA EN PASTA BLANCA 4 KGS,526.01,NO,,,,,,,,,,,,Sin base tintométrica detectada
85104016,CREMAR MEMBRANA EN PASTA ROJO TEJA 10 K,2611.57,NO,,,,,,,,,,,,Sin base tintométrica detectada
