COD,ARTIC,PR_CON_IVA,usa_tinto,tipo_tinto,base_tinto,base_fisica_tinto,factor_envase_tinto,ajuste_formula_tinto,factor_tinto,litros_reales,kilos_reales,unidad_detectada,confianza_tinto,regla_tinto,observacion_tinto
89353847,RECUPLAST AGRESTE MEDIANO CHOCOLATE 30KG,150583.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353947,RECUPLAST AGRESTE MEDIANO CI 0540 30 KGS,81271.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353155,RECUPLAST AGRESTE MEDIANO MAIZAL 25KG,164472.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353158,RECUPLAST AGRESTE MEDIANO MAIZAL 300KG,1477141.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353157,RECUPLAST AGRESTE MEDIANO MAIZAL 30KG,150583.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
89351267,RECUPLAST AGRESTE MEDIANO MARFIL 30 KGS,137293.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
89351264,RECUPLAST AGRESTE MEDIANO MARFIL 6 KGS,726.44,NO,,,,,,,,,,,,Sin base tintométrica detectada
89354315,RECUPLAST AGRESTE MEDIANO NEUTRO 25KG,164472.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
89354318,RECUPLAST AGRESTE MEDIANO NEUTRO 300KG,1477141.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
89354317,RECUPLAST AGRESTE MEDIANO NEUTRO 30KG,150583.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
89357425,RECUPLAST AGRESTE MEDIANO OLIVA 25KG,164472.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
89357428,RECUPLAST AGRESTE MEDIANO OLIVA 300KG,1477141.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
89357427,RECUPLAST AGRESTE MEDIANO OLIVA 30KG,150583.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353785,RECUPLAST AGRESTE MEDIANO OXIDATO 25KG,164472.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353788,RECUPLAST AGRESTE MEDIANO OXIDATO 300KG,1477141.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353787,RECUPLAST AGRESTE MEDIANO OXIDATO 30KG,150583.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353775,RECUPLAST AGRESTE MEDIANO PLATINO 25KG,164472.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353778,RECUPLAST AGRESTE MEDIANO PLATINO 300KG,1477141.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353777,RECUPLAST AGRESTE MEDIANO PLATINO 30KG,150583.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353275,RECUPLAST AGRESTE MEDIANO TOSCANA 25KG,164472.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353278,RECUPLAST AGRESTE MEDIANO TOSCANA 300KG,1477141.74,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353277,RECUPLAST AGRESTE MEDIANO TOSCANA 30KG,150583.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
89353798,RECUPLAST AGRESTE MEDIO GRIS PLOMO 300KG,8257.73,NO,,,,,,,,,,,,Sin base tintométrica detectada
89351208,RECUPLAST AGRESTE MEDIO PERLATO 300 KG,8257.73,NO,,,,,,,,,,,,Sin base tintométrica detectada
84731007,RECUPLAST ATERMICO TECH Y MUR BCO 20 KGS,280533.56,NO,,,,,,,,,,,,Sin base tintométrica detectada
84731004,RECUPLAST ATERMICO TECH Y MUR BCO 4 KGS,80561.00,NO,,,,,,,,,,,,Sin base tintométrica detectada
86221013,RECUPLAST BAÑOS Y COCINAS 1 LTS,28308.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
86221014,RECUPLAST BAÑOS Y COCINAS 4 LTS,87511.21,NO,,,,,,,,,,,,Sin base tintométrica detectada
82902605,RECUPLAST BASE P/MICRO COLOR 5 KGS,53947.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
87101007,RECUPLAST BASE REVEST 25 KG,219825.64,SI,BASE_REVESTIMIENTO,MULTI,BASE_REVESTIMIENTO,20,DINAMICO,20,,25,KG,LABORATORIO_MANUAL,BASE_REVESTIMIENTO,"Base Revestimiento: 5kg equivale 4L, 25kg equivale 20L. ACCENT 100%, PASTEL 25%, TINT 40%, DEEP 60%."
87101004,RECUPLAST BASE REVEST 5 KGS,49552.08,SI,BASE_REVESTIMIENTO,MULTI,BASE_REVESTIMIENTO,4,DINAMICO,4,,5,KG,LABORATORIO_MANUAL,BASE_REVESTIMIENTO,"Base Revestimiento: 5kg equivale 4L, 25kg equivale 20L. ACCENT 100%, PASTEL 25%, TINT 40%, DEEP 60%."
86111006,RECUPLAST CIELOS RASOS BLANCO 10 LTS,103693.25,NO,,,,,,,,,,,,Sin base tintométrica detectada
82912014,RECUPLAST ESTUCO 4 KGS,24260.61,NO,,,,,,,,,,,,Sin base tintométrica detectada
82912016,RECUPLAST ESTUCO 8 KGS,42502.29,NO,,,,,,,,,,,,Sin base tintométrica detectada
82912034,RECUPLAST ESTUCO BASE 4 KGS,25756.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
82912036,RECUPLAST ESTUCO BASE 8 KGS,45167.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
82912043,RECUPLAST ESTUCO LIQUIDO CONC 1 LTS,16011.31,NO,,,,,,,,,,,,Sin base tintométrica detectada
82912044,RECUPLAST ESTUCO LIQUIDO CONC 4 LTS,58095.91,NO,,,,,,,,,,,,Sin base tintométrica detectada
86931053,"RECUPLAST ESTUCO VENECIANO 1,3 LTS",18037.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
86931054,"RECUPLAST ESTUCO VENECIANO 5,20 LTS",45821.47,NO,,,,,,,,,,,,Sin base tintométrica detectada
84311003,RECUPLAST FIBRADO BLANCO 1 KG,20087.05,NO,,,,,,,,,,,,Sin base tintométrica detectada
84311006,RECUPLAST FIBRADO BLANCO 10 KGS,138343.32,NO,,,,,,,,,,,,Sin base tintométrica detectada
84311007,RECUPLAST FIBRADO BLANCO 20 KGS,219877.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
84311004,RECUPLAST FIBRADO BLANCO 4 KGS,62797.94,NO,,,,,,,,,,,,Sin base tintométrica detectada
84314013,RECUPLAST FIBRADO TEJA 1 KG,20466.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
84314016,RECUPLAST FIBRADO TEJA 10 KGS,138343.32,NO,,,,,,,,,,,,Sin base tintométrica detectada
84314017,RECUPLAST FIBRADO TEJA 20 KGS,258679.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
84314014,RECUPLAST FIBRADO TEJA 4 KGS,62797.94,NO,,,,,,,,,,,,Sin base tintométrica detectada
84315303,RECUPLAST FIBRADO VERDE CEMENTO 1 KGS,20466.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
84315306,RECUPLAST FIBRADO VERDE CEMENTO 10 KGS,138343.32,NO,,,,,,,,,,,,Sin base tintométrica detectada
84315307,RECUPLAST FIBRADO VERDE CEMENTO 20 KGS,258679.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
84315304,RECUPLAST FIBRADO VERDE CEMENTO 4 KGS,62797.94,NO,,,,,,,,,,,,Sin base tintométrica detectada
84210963,RECUPLAST FRENTES ACCENT 1 LT,21305.75,SI,PINTURA,ACCENT,ACCENT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84210966,RECUPLAST FRENTES ACCENT 10 LTS,140985.78,SI,PINTURA,ACCENT,ACCENT,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
84210967,RECUPLAST FRENTES ACCENT 20 LTS,258280.27,SI,PINTURA,ACCENT,ACCENT,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
84210964,RECUPLAST FRENTES ACCENT 4 LTS,59403.34,SI,PINTURA,ACCENT,ACCENT,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
84212613,RECUPLAST FRENTES AMARILLO 1 LTS,26917.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
84212617,RECUPLAST FRENTES AMARILLO 20 LTS,325702.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
84212614,RECUPLAST FRENTES AMARILLO 4 LTS,83470.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
84216333,RECUPLAST FRENTES AZUL NAVAL 1 LTS,25500.80,NO,,,,,,,,,,,,Sin base tintométrica detectada
84216337,RECUPLAST FRENTES AZUL NAVAL 20 LTS,325702.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
84216334,RECUPLAST FRENTES AZUL NAVAL 4 LTS,83470.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
84210993,RECUPLAST FRENTES BLANCO 1 LT,24290.83,SI,PINTURA,PASTEL,PASTEL,1,1,1,1,,L,MANUAL,Recuplast Frentes Blanco x1,Regla manual: Recuplast Frentes Blanco x1; Presentación 1L
84210996,RECUPLAST FRENTES BLANCO 10 LTS,159323.91,SI,PINTURA,PASTEL,PASTEL,10,1,10,10,,L,MANUAL,Recuplast Frentes Blanco x1,Regla manual: Recuplast Frentes Blanco x1; Presentación 10L
84210997,RECUPLAST FRENTES BLANCO 20 LTS,298768.17,SI,PINTURA,PASTEL,PASTEL,20,1,20,20,,L,MANUAL,Recuplast Frentes Blanco x1,Regla manual: Recuplast Frentes Blanco x1; Presentación 20L
84210994,RECUPLAST FRENTES BLANCO 4 LTS,74290.98,SI,PINTURA,PASTEL,PASTEL,4,1,4,4,,L,MANUAL,Recuplast Frentes Blanco x1,Regla manual: Recuplast Frentes Blanco x1; Presentación 4L
84213853,RECUPLAST FRENTES COLONIAL 1 LTS,23274.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
84213857,RECUPLAST FRENTES COLONIAL 20 LTS,302817.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
84213854,RECUPLAST FRENTES COLONIAL 4 LTS,76950.97,NO,,,,,,,,,,,,Sin base tintométrica detectada
84210973,RECUPLAST FRENTES DEEP 1 LT,24018.71,SI,PINTURA,DEEP,DEEP,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84210976,RECUPLAST FRENTES DEEP 10 LTS,161825.64,SI,PINTURA,DEEP,DEEP,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
84210977,RECUPLAST FRENTES DEEP 20 LTS,299245.98,SI,PINTURA,DEEP,DEEP,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
84210974,RECUPLAST FRENTES DEEP 4 LTS,68157.62,SI,PINTURA,DEEP,DEEP,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
84217293,RECUPLAST FRENTES GRIS 1 LTS,23939.40,NO,,,,,,,,,,,,Sin base tintométrica detectada
84217296,RECUPLAST FRENTES GRIS 10 LTS,177815.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
84217297,RECUPLAST FRENTES GRIS 20 LTS,302817.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
84217294,RECUPLAST FRENTES GRIS 4 LTS,76950.97,NO,,,,,,,,,,,,Sin base tintométrica detectada
84215403,RECUPLAST FRENTES GRIS CEMENTO 1 LTS,25269.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
84215406,RECUPLAST FRENTES GRIS CEMENTO 10 LTS,177815.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
84215407,RECUPLAST FRENTES GRIS CEMENTO 20 LTS,294405.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
84215404,RECUPLAST FRENTES GRIS CEMENTO 4 LTS,76950.97,NO,,,,,,,,,,,,Sin base tintométrica detectada
84213153,RECUPLAST FRENTES OCRE 1 LTS,23939.40,NO,,,,,,,,,,,,Sin base tintométrica detectada
84213157,RECUPLAST FRENTES OCRE 20 LTS,302817.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
84213154,RECUPLAST FRENTES OCRE 4 LTS,76950.97,NO,,,,,,,,,,,,Sin base tintométrica detectada
84214063,RECUPLAST FRENTES ROSA VIEJO 1 LTS,27342.53,NO,,,,,,,,,,,,Sin base tintométrica detectada
84214067,RECUPLAST FRENTES ROSA VIEJO 20 LTS,325702.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
84214064,RECUPLAST FRENTES ROSA VIEJO 4 LTS,83470.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
84210983,RECUPLAST FRENTES TINT 1 LT,27608.35,SI,PINTURA,TINT,TINT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84210986,RECUPLAST FRENTES TINT 10 LTS,184163.22,SI,PINTURA,TINT,TINT,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
84210987,RECUPLAST FRENTES TINT 20 LTS,337236.08,SI,PINTURA,TINT,TINT,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
84210984,RECUPLAST FRENTES TINT 4 LTS,76924.70,SI,PINTURA,TINT,TINT,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
85210963,RECUPLAST FRENTES ULTRAMATE ACCENT 1 LT,522.76,SI,PINTURA,ACCENT,ACCENT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
85210966,RECUPLAST FRENTES ULTRAMATE ACCENT 10 LTS,1714.92,SI,PINTURA,ACCENT,ACCENT,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
85210967,RECUPLAST FRENTES ULTRAMATE ACCENT 20 LTS,243334.97,SI,PINTURA,ACCENT,ACCENT,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
85210973,RECUPLAST FRENTES ULTRAMATE DEEP 1 LT,522.97,SI,PINTURA,DEEP,DEEP,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
85210976,RECUPLAST FRENTES ULTRAMATE DEEP 10 LTS,1968.43,SI,PINTURA,DEEP,DEEP,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
85210993,RECUPLAST FRENTES ULTRAMATE PASTEL 1 LTS,28057.71,SI,PINTURA,PASTEL,PASTEL,1,1,1,1,,L,MANUAL,Recuplast Frentes Ultramate Pastel/Blanco x1,Regla manual: Recuplast Frentes Ultramate Pastel/Blanco x1; Presentación 1L
85210996,RECUPLAST FRENTES ULTRAMATE PASTEL 10 LTS,190434.04,SI,PINTURA,PASTEL,PASTEL,10,1,10,10,,L,MANUAL,Recuplast Frentes Ultramate Pastel/Blanco x1,Regla manual: Recuplast Frentes Ultramate Pastel/Blanco x1; Presentación 10L
85210983,RECUPLAST FRENTES ULTRAMATE TINT 1 LT,522.82,SI,PINTURA,TINT,TINT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
85210986,RECUPLAST FRENTES ULTRAMATE TINT 10 LTS,2261.97,SI,PINTURA,TINT,TINT,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
89290237,RECUPLAST GRANIT ARENA 30 KGS,321926.59,NO,,,,,,,,,,,,Sin base tintométrica detectada
89290234,RECUPLAST GRANIT ARENA 6 KGS,78286.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
89290757,RECUPLAST GRANIT HUMO 30 KGS,366636.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
89390744,RECUPLAST GRANIT HUMO 6 KGS,896.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
89290754,RECUPLAST GRANIT HUMO 6 KGS,78286.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
89290737,RECUPLAST GRANIT NUBE 30 KGS,366636.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
89290734,RECUPLAST GRANIT NUBE 6 KGS,78286.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
89290717,RECUPLAST GRANIT PERLA 30 KGS,366636.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
89290714,RECUPLAST GRANIT PERLA 6 KGS,78286.10,NO,,,,,,,,,,,,Sin base tintométrica detectada
89396007,RECUPLAST GRESS GRAFITO 20 KGS,400663.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
89396004,RECUPLAST GRESS GRAFITO 4 KGS,84536.63,NO,,,,,,,,,,,,Sin base tintométrica detectada
89395007,RECUPLAST GRESS PLATA 20 KGS,400663.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
89395004,RECUPLAST GRESS PLATA 4 KGS,84536.63,NO,,,,,,,,,,,,Sin base tintométrica detectada
84811002,RECUPLAST GRIETAS Y JUNTAS BLANCO 1 KGS,18868.40,NO,,,,,,,,,,,,Sin base tintométrica detectada
84811001,RECUPLAST GRIETAS Y JUNTAS BLANCO 350 Gr,8605.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
84811004,RECUPLAST GRIETAS Y JUNTAS BLANCO 430 GR,10566.58,NO,,,,,,,,,,,,Sin base tintométrica detectada
84811003,RECUPLAST GRIETAS Y JUNTAS BLANCO 5 KGS,60211.44,NO,,,,,,,,,,,,Sin base tintométrica detectada
89481007,RECUPLAST HIDROESMALTE BLANCO 20 LTS,578011.40,SI,PINTURA,PASTEL,PASTEL,20,1,20,20,,L,MANUAL,Hidroesmalte Blanco x1,Regla manual: Hidroesmalte Blanco x1; Presentación 20L
82923013,RECUPLAST IMP ACUOSA P/CEMEN 1 LT,12437.07,NO,,,,,,,,,,,,Sin base tintométrica detectada
82923014/1,RECUPLAST IMPRIMACION ACUOSA 1 LT,11623.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
82923017,RECUPLAST IMPRIMACION ACUOSA 20 LTS,194637.16,NO,,,,,,,,,,,,Sin base tintométrica detectada
82923014,RECUPLAST IMPRIMACION ACUOSA 5 LTS,42656.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
84520963,RECUPLAST INT ACCENT MATE 1 LTS,15494.87,SI,PINTURA,ACCENT,ACCENT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84520966,RECUPLAST INT ACCENT MATE 10 LTS,106874.24,SI,PINTURA,ACCENT,ACCENT,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
84520967,RECUPLAST INT ACCENT MATE 20 LTS,193282.59,SI,PINTURA,ACCENT,ACCENT,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
84520964,RECUPLAST INT ACCENT MATE 4 LTS,45248.43,SI,PINTURA,ACCENT,ACCENT,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
84530963,RECUPLAST INT ACCENT SATINADO 1 LT,19104.82,SI,PINTURA,ACCENT,ACCENT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84530964,RECUPLAST INT ACCENT SATINADO 4 LTS,58492.71,SI,PINTURA,ACCENT,ACCENT,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
91811013,RECUPLAST INT ANTIHUMEDAD 1 LT,34934.31,NO,,,,,,,,,,,,Sin base tintométrica detectada
91811017,RECUPLAST INT ANTIHUMEDAD 20 LTS,8229.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
91811014,RECUPLAST INT ANTIHUMEDAD 4 LTS,122978.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
84514613,RECUPLAST INT CARMIN 1 LT,23659.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
84514616,RECUPLAST INT CARMIN 10 LTS,171263.50,NO,,,,,,,,,,,,Sin base tintométrica detectada
84514614,RECUPLAST INT CARMIN 4 LTS,71904.72,NO,,,,,,,,,,,,Sin base tintométrica detectada
84516343,RECUPLAST INT DANUBIO 1 LT,21384.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
84516346,RECUPLAST INT DANUBIO 10 LTS,154421.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
84516344,RECUPLAST INT DANUBIO 4 LTS,64832.85,NO,,,,,,,,,,,,Sin base tintométrica detectada
84520976,RECUPLAST INT DEEP MATE  10 LTS,120195.45,SI,PINTURA,DEEP,DEEP,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
84520973,RECUPLAST INT DEEP MATE 1 LT,17033.01,SI,PINTURA,DEEP,DEEP,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84520977,RECUPLAST INT DEEP MATE 20 LTS,219585.15,SI,PINTURA,DEEP,DEEP,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
84520974,RECUPLAST INT DEEP MATE 4 LTS,50917.42,SI,PINTURA,DEEP,DEEP,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
84530973,RECUPLAST INT DEEP SATINADO 1 LT,20357.29,SI,PINTURA,DEEP,DEEP,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84530974,RECUPLAST INT DEEP SATINADO 4 LT,65277.91,SI,PINTURA,DEEP,DEEP,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
84512263,RECUPLAST INT LIMONCELLO 1 LT,23657.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
84512266,RECUPLAST INT LIMONCELLO 10 LTS,171248.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
84512264,RECUPLAST INT LIMONCELLO 4 LTS,71898.37,NO,,,,,,,,,,,,Sin base tintométrica detectada
84514253,RECUPLAST INT MANGO 1 LT,20110.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
84514256,RECUPLAST INT MANGO 10 LTS,171263.50,NO,,,,,,,,,,,,Sin base tintométrica detectada
84514254,RECUPLAST INT MANGO 4 LTS,71904.72,NO,,,,,,,,,,,,Sin base tintométrica detectada
84520993,RECUPLAST INT MATE BLANCO 1 LT,19683.13,SI,PINTURA,PASTEL,PASTEL,1,1,1,1,,L,MANUAL,Recuplast Int Mate Blanco x1,Regla manual: Recuplast Int Mate Blanco x1; Presentación 1L
84520996,RECUPLAST INT MATE BLANCO 10 LTS,119666.42,SI,PINTURA,PASTEL,PASTEL,10,1,10,10,,L,MANUAL,Recuplast Int Mate Blanco x1,Regla manual: Recuplast Int Mate Blanco x1; Presentación 10L
84520997,RECUPLAST INT MATE BLANCO 20 LTS,225302.52,SI,PINTURA,PASTEL,PASTEL,20,1,20,20,,L,MANUAL,Recuplast Int Mate Blanco x1,Regla manual: Recuplast Int Mate Blanco x1; Presentación 20L
84520994,RECUPLAST INT MATE BLANCO 4 LTS,53538.17,SI,PINTURA,PASTEL,PASTEL,4,1,4,4,,L,MANUAL,Recuplast Int Mate Blanco x1,Regla manual: Recuplast Int Mate Blanco x1; Presentación 4L
84515523,RECUPLAST INT PRADERA 1 LT,21384.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
84515526,RECUPLAST INT PRADERA 10 LTS,154421.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
84515524,RECUPLAST INT PRADERA 4 LTS,64832.85,NO,,,,,,,,,,,,Sin base tintométrica detectada
84530993,RECUPLAST INT SATINADO BLANCO 1 LT,25431.55,SI,PINTURA,PASTEL,PASTEL,1,1,1,1,,L,MANUAL,Recuplast Int Satinado Blanco x1,Regla manual: Recuplast Int Satinado Blanco x1; Presentación 1L
84530996,RECUPLAST INT SATINADO BLANCO 10 LTS,189629.13,SI,PINTURA,PASTEL,PASTEL,10,1,10,10,,L,MANUAL,Recuplast Int Satinado Blanco x1,Regla manual: Recuplast Int Satinado Blanco x1; Presentación 10L
84530997,RECUPLAST INT SATINADO BLANCO 20 LTS,346995.64,SI,PINTURA,PASTEL,PASTEL,20,1,20,20,,L,MANUAL,Recuplast Int Satinado Blanco x1,Regla manual: Recuplast Int Satinado Blanco x1; Presentación 20L
84530994,RECUPLAST INT SATINADO BLANCO 4 LTS,83502.62,SI,PINTURA,PASTEL,PASTEL,4,1,4,4,,L,MANUAL,Recuplast Int Satinado Blanco x1,Regla manual: Recuplast Int Satinado Blanco x1; Presentación 4L
84520983,RECUPLAST INT TINT MATE 1 LT,18812.60,SI,PINTURA,TINT,TINT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84520986,RECUPLAST INT TINT MATE 10 LTS,118330.92,SI,PINTURA,TINT,TINT,10,1,10,10,,L,ALTA,auto_base_en_nombre,Presentación 10L
84520987,RECUPLAST INT TINT MATE 20 LTS,218451.72,SI,PINTURA,TINT,TINT,20,1,20,20,,L,ALTA,auto_base_en_nombre,Presentación 20L
84520984,RECUPLAST INT TINT MATE 4 LTS,50206.06,SI,PINTURA,TINT,TINT,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
84530983,RECUPLAST INT TINT SATINADO 1 LT,23288.47,SI,PINTURA,TINT,TINT,1,1,1,1,,L,ALTA,auto_base_en_nombre,Presentación 1L
84530984,RECUPLAST INT TINT SATINADO 4 LTS,70104.77,SI,PINTURA,TINT,TINT,4,1,4,4,,L,ALTA,auto_base_en_nombre,Presentación 4L
84518343,RECUPLAST INT UVA  1 LT,21384.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
84518346,RECUPLAST INT UVA 10 LTS,154421.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
84518344,RECUPLAST INT UVA 4 LTS,64832.85,NO,,,,,,,,,,,,Sin base tintométrica detectada
84516213,RECUPLAST INTERIOR MATE MAR EGEO 1 LTS,21384.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
84516216,RECUPLAST INTERIOR MATE MAR EGEO 10 LTS,154421.22,NO,,,,,,,,,,,,Sin base tintométrica detectada
84516214,RECUPLAST INTERIOR MATE MAR EGEO 4 LTS,64832.85,NO,,,,,,,,,,,,Sin base tintométrica detectada
84518203,RECUPLAST INTERIOR MATE ROSA 1 LTS,23659.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
84518206,RECUPLAST INTERIOR MATE ROSA 10 LTS,171263.50,NO,,,,,,,,,,,,Sin base tintométrica detectada
84518204,RECUPLAST INTERIOR MATE ROSA 4 LTS,71904.72,NO,,,,,,,,,,,,Sin base tintométrica detectada
60404217,RECUPLAST MEM BICOMP PARTE A 15 KGS,141462.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
60404225,RECUPLAST MEM BICOMPONENTE PARTE B 5 KGS,96022.97,NO,,,,,,,,,,,,Sin base tintométrica detectada
60404214,RECUPLAST MEM CEMEN BICOMPONENTE A 3 KGS,30407.82,NO,,,,,,,,,,,,Sin base tintométrica detectada
60404223,RECUPLAST MEM CEMEN BICOMPONENTE B 1 KGS,20831.59,NO,,,,,,,,,,,,Sin base tintométrica detectada
"82911205/2,5",RECUPLAST MICRO BASE FINA 2.5 KGS,4087.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
82901207,RECUPLAST MICROCEMENTO ARENA 25 KGS,146904.25,NO,,,,,,,,,,,,Sin base tintométrica detectada
82911217,RECUPLAST MICROCEMENTO BASE FINA 20 KGS,164469.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
82911207,RECUPLAST MICROCEMENTO BASE FINA 25 KGS,112885.66,NO,,,,,,,,,,,,Sin base tintométrica detectada
82911205,RECUPLAST MICROCEMENTO BASE FINA 5 KGS,49688.07,NO,,,,,,,,,,,,Sin base tintométrica detectada
82911407,RECUPLAST MICROCEMENTO BASE GRUESA 25 KGS,112885.66,NO,,,,,,,,,,,,Sin base tintométrica detectada
82901107,RECUPLAST MICROCEMENTO BLANCO 25 KGS,146904.25,NO,,,,,,,,,,,,Sin base tintométrica detectada
82901807,RECUPLAST MICROCEMENTO GRIS CLARO 25 KGS,135571.63,NO,,,,,,,,,,,,Sin base tintométrica detectada
82901307,RECUPLAST MICROCEMENTO HUESO 25 KGS,146904.25,NO,,,,,,,,,,,,Sin base tintométrica detectada
